title,author,year,publication
Miss Detection vs. False Alarm: Adversarial Learning for Small Object Segmentation in Infrared Images,"Wang Huan , Zhou Luping , Wang Lei",2019,ICCV2019
Group-Wise Deep Object Co-Segmentation With Co-Attention Recurrent Neural Network,"Li Bo , Sun Zhengxing , Li Qian , Wu Yunjie , Hu Anqi",2019,ICCV2019
Human Attention in Image Captioning: Dataset and Analysis,"He Sen , Tavakoli Hamed R. , Borji Ali , Pugeault Nicolas",2019,ICCV2019
Variational Uncalibrated Photometric Stereo Under General Lighting,"Haefner Bjoern , Ye Zhenzhang , Gao Maolin , Wu Tao , Queau Yvain , Cremers Daniel",2019,ICCV2019
SPLINE-Net: Sparse Photometric Stereo Through Lighting Interpolation and Normal Estimation Networks,"Zheng Qian , Jia Yiming , Shi Boxin , Jiang Xudong , Duan Ling-Yu , Kot Alex C.",2019,ICCV2019
Hyperspectral Image Reconstruction Using Deep External and Internal Learning,"Zhang Tao , Fu Ying , Wang Lizhi , Huang Hua",2019,ICCV2019
Gravity as a Reference for Estimating a Person's Height From Video,"Bieler Didier , Gunel Semih , Fua Pascal , Rhodin Helge",2019,ICCV2019
Shadow Removal via Shadow Image Decomposition,"Le Hieu , Samaras Dimitris",2019,ICCV2019
OperatorNet: Recovering 3D Shapes From Difference Operators,"Huang Ruqi , Rakotosaona Marie-Julie , Achlioptas Panos , Guibas Leonidas J. , Ovsjanikov Maks",2019,ICCV2019
Neural Inverse Rendering of an Indoor Scene From a Single Image,"Sengupta Soumyadip , Gu Jinwei , Kim Kihwan , Liu Guilin , Jacobs David W. , Kautz Jan",2019,ICCV2019
ForkNet: Multi-Branch Volumetric Semantic Completion From a Single Depth Image,"Wang Yida , Tan David Joseph , Navab Nassir , Tombari Federico",2019,ICCV2019
Moving Indoor: Unsupervised Video Depth Learning in Challenging Environments,"Zhou Junsheng , Wang Yuwang , Qin Kaihuai , Zeng Wenjun",2019,ICCV2019
GraphX-Convolution for Point Cloud Deformation in 2D-to-3D Conversion,"Nguyen Anh-Duc , Choi Seonghwa , Kim Woojae , Lee Sanghoon",2019,ICCV2019
Holistic++ Scene Understanding: Single-View 3D Holistic Scene Parsing and Human Pose Estimation With Human-Object Interaction and Physical Commonsense,"Chen Yixin , Huang Siyuan , Yuan Tao , Qi Siyuan , Zhu Yixin , Zhu Song-Chun",2019,ICCV2019
MMAct: A Large-Scale Dataset for Cross Modal Human Action Understanding,"Kong Quan , Wu Ziming , Deng Ziwei , Klinkigt Martin , Tong Bin , Murakami Tomokazu",2019,ICCV2019
HACS: Human Action Clips and Segments Dataset for Recognition and Temporal Localization,"Zhao Hang , Torralba Antonio , Torresani Lorenzo , Yan Zhicheng",2019,ICCV2019
3C-Net: Category Count and Center Loss for Weakly-Supervised Action Localization,"Narayan Sanath , Cholakkal Hisham , Khan Fahad Shahbaz , Shao Ling",2019,ICCV2019
Grounded Human-Object Interaction Hotspots From Video,"Nagarajan Tushar , Feichtenhofer Christoph , Grauman Kristen",2019,ICCV2019
Hallucinating IDT Descriptors and I3D Optical Flow Features for Action Recognition With CNNs,"Wang Lei , Koniusz Piotr , Huynh Du Q.",2019,ICCV2019
Learning to Paint With Model-Based Deep Reinforcement Learning,"Huang Zhewei , Heng Wen , Zhou Shuchang",2019,ICCV2019
Neural Re-Simulation for Generating Bounces in Single Images,"Innamorati Carlo , Russell Bryan , Kaufman Danny M. , Mitra Niloy J.",2019,ICCV2019
Deep Appearance Maps,"Maximov Maxim , Leal-Taixe Laura , Fritz Mario , Ritschel Tobias",2019,ICCV2019
GarNet: A Two-Stream Network for Fast and Accurate 3D Cloth Draping,"Gundogdu Erhan , Constantin Victor , Seifoddini Amrollah , Dang Minh , Salzmann Mathieu , Fua Pascal",2019,ICCV2019
Joint Embedding of 3D Scan and CAD Objects,"Dahnert Manuel , Dai Angela , Guibas Leonidas J. , Niessner Matthias",2019,ICCV2019
CompoNet: Learning to Generate the Unseen by Part Synthesis and Composition,"Schor Nadav , Katzir Oren , Zhang Hao , Cohen-Or Daniel",2019,ICCV2019
DDSL: Deep Differentiable Simplex Layer for Learning Geometric Signals,"Jiang Chiyu ""Max"" , Lansigan Dana , Marcus Philip , Niessner Matthias",2019,ICCV2019
EGNet: Edge Guidance Network for Salient Object Detection,"Zhao Jia-Xing , Liu Jiang-Jiang , Fan Deng-Ping , Cao Yang , Yang Jufeng , Cheng Ming-Ming",2019,ICCV2019
SID4VAM: A Benchmark Dataset With Synthetic Images for Visual Attention Modeling,"Berga David , Fdez-Vidal Xose R. , Otazu Xavier , Pardo Xose M.",2019,ICCV2019
Two-Stream Action Recognition-Oriented Video Super-Resolution,"Zhang Haochen , Liu Dong , Xiong Zhiwei",2019,ICCV2019
Where Is My Mirror?,"Yang Xin , Mei Haiyang , Xu Ke , Wei Xiaopeng , Yin Baocai , Lau Rynson W.H.",2019,ICCV2019
Disentangled Image Matting,"Cai Shaofan , Zhang Xiaoshuai , Fan Haoqiang , Huang Haibin , Liu Jiangyu , Liu Jiaming , Liu Jiaying , Wang Jue , Sun Jian",2019,ICCV2019
Guided Super-Resolution As Pixel-to-Pixel Transformation,"Lutio Riccardo de , D'Aronco Stefano , Wegner Jan Dirk , Schindler Konrad",2019,ICCV2019
Deep Learning for Light Field Saliency Detection,"Wang Tiantian , Piao Yongri , Li Xiao , Zhang Lihe , Lu Huchuan",2019,ICCV2019
Optimizing the F-Measure for Threshold-Free Salient Object Detection,"Zhao Kai , Gao Shanghua , Wang Wenguan , Cheng Ming-Ming",2019,ICCV2019
Image Inpainting With Learnable Bidirectional Attention Maps,"Xie Chaohao , Liu Shaohui , Li Chao , Cheng Ming-Ming , Zuo Wangmeng , Liu Xiao , Wen Shilei , Ding Errui",2019,ICCV2019
Joint Demosaicking and Denoising by Fine-Tuning of Bursts of Raw Images,"Ehret Thibaud , Davy Axel , Arias Pablo , Facciolo Gabriele",2019,ICCV2019
DeblurGAN-v2: Deblurring (Orders-of-Magnitude) Faster and Better,"Kupyn Orest , Martyniuk Tetiana , Wu Junru , Wang Zhangyang",2019,ICCV2019
Reflective Decoding Network for Image Captioning,"Ke Lei , Pei Wenjie , Li Ruiyu , Shen Xiaoyong , Tai Yu-Wing",2019,ICCV2019
Joint Optimization for Cooperative Image Captioning,"Vered Gilad , Oren Gal , Atzmon Yuval , Chechik Gal",2019,ICCV2019
"Watch, Listen and Tell: Multi-Modal Weakly Supervised Dense Event Captioning","Rahman Tanzila , Xu Bicheng , Sigal Leonid",2019,ICCV2019
Joint Syntax Representation Learning and Visual Cue Translation for Video Captioning,"Hou Jingyi , Wu Xinxiao , Zhao Wentian , Luo Jiebo , Jia Yunde",2019,ICCV2019
Entangled Transformer for Image Captioning,"Li Guang , Zhu Linchao , Liu Ping , Yang Yi",2019,ICCV2019
Shapeglot: Learning Language for Shape Differentiation,"Achlioptas Panos , Fan Judy , Hawkins Robert , Goodman Noah , Guibas Leonidas J.",2019,ICCV2019
nocaps: novel object captioning at scale,"Agrawal Harsh , Desai Karan , Wang Yufei , Chen Xinlei , Jain Rishabh , Johnson Mark , Batra Dhruv , Parikh Devi , Lee Stefan , Anderson Peter",2019,ICCV2019
Fully Convolutional Geometric Features,"Choy Christopher , Park Jaesik , Koltun Vladlen",2019,ICCV2019
Learning Local RGB-to-CAD Correspondences for Object Pose Estimation,"Georgakis Georgios , Karanam Srikrishna , Wu Ziyan , Kosecka Jana",2019,ICCV2019
Depth From Videos in the Wild: Unsupervised Monocular Depth Learning From Unknown Cameras,"Gordon Ariel , Li Hanhan , Jonschkowski Rico , Angelova Anelia",2019,ICCV2019
OmniMVS: End-to-End Learning for Omnidirectional Stereo Matching,"Won Changhee , Ryu Jongbin , Lim Jongwoo",2019,ICCV2019
On the Over-Smoothing Problem of CNN Based Disparity Estimation,"Chen Chuangrong , Chen Xiaozhi , Cheng Hui",2019,ICCV2019
Disentangling Propagation and Generation for Video Prediction,"Gao Hang , Xu Huazhe , Cai Qi-Zhi , Wang Ruth , Yu Fisher , Darrell Trevor",2019,ICCV2019
Guided Image-to-Image Translation With Bi-Directional Feature Transformation,"AlBahar Badour , Huang Jia-Bin",2019,ICCV2019
Towards Multi-Pose Guided Virtual Try-On Network,"Dong Haoye , Liang Xiaodan , Shen Xiaohui , Wang Bochao , Lai Hanjiang , Zhu Jia , Hu Zhiting , Yin Jian",2019,ICCV2019
Photorealistic Style Transfer via Wavelet Transforms,"Yoo Jaejun , Uh Youngjung , Chun Sanghyuk , Kang Byeongkyu , Ha Jung-Woo",2019,ICCV2019
Personalized Fashion Design,"Yu Cong , Hu Yang , Chen Yan , Zeng Bing",2019,ICCV2019
Tag2Pix: Line Art Colorization Using Text Tag With SECat and Changing Loss,"Kim Hyunsu , Jhoo Ho Young , Park Eunhyeok , Yoo Sungjoo",2019,ICCV2019
Free-Form Video Inpainting With 3D Gated Convolution and Temporal PatchGAN,"Chang Ya-Liang , Liu Zhe Yu , Lee Kuan-Ying , Hsu Winston",2019,ICCV2019
TextDragon: An End-to-End Framework for Arbitrary Shaped Text Spotting,"Feng Wei , He Wenhao , Yin Fei , Zhang Xu-Yao , Liu Cheng-Lin",2019,ICCV2019
Chinese Street View Text: Large-Scale Chinese Text Reading With Partially Supervised Learning,"Sun Yipeng , Liu Jiaming , Liu Wei , Han Junyu , Ding Errui , Liu Jingtuo",2019,ICCV2019
Deep Floor Plan Recognition Using a Multi-Task Network With Room-Boundary-Guided Attention,"Zeng Zhiliang , Li Xianzhi , Yu Ying Kin , Fu Chi-Wing",2019,ICCV2019
GA-DAN: Geometry-Aware Domain Adaptation Network for Scene Text Detection and Recognition,"Zhan Fangneng , Xue Chuhui , Lu Shijian",2019,ICCV2019
Large-Scale Tag-Based Font Retrieval With Generative Feature Learning,"Chen Tianlang , Wang Zhaowen , Xu Ning , Jin Hailin , Luo Jiebo",2019,ICCV2019
Convolutional Character Networks,"Xing Linjie , Tian Zhi , Huang Weilin , Scott Matthew R.",2019,ICCV2019
Geometry Normalization Networks for Accurate Scene Text Detection,"Xu Youjiang , Duan Jiaqi , Kuang Zhanghui , Yue Xiaoyu , Sun Hongbin , Guan Yue , Zhang Wayne",2019,ICCV2019
Symmetry-Constrained Rectification Network for Scene Text Recognition,"Yang Mingkun , Guan Yushuo , Liao Minghui , He Xin , Bian Kaigui , Bai Song , Yao Cong , Bai Xiang",2019,ICCV2019
YOLACT: Real-Time Instance Segmentation,"Bolya Daniel , Zhou Chong , Xiao Fanyi , Lee Yong Jae",2019,ICCV2019
Expectation-Maximization Attention Networks for Semantic Segmentation,"Li Xia , Zhong Zhisheng , Wu Jianlong , Yang Yibo , Lin Zhouchen , Liu Hong",2019,ICCV2019
Multi-Class Part Parsing With Joint Boundary-Semantic Awareness,"Zhao Yifan , Li Jia , Zhang Yu , Tian Yonghong",2019,ICCV2019
Explaining Neural Networks Semantically and Quantitatively,"Chen Runjin , Chen Hao , Ren Jie , Huang Ge , Zhang Quanshi",2019,ICCV2019
PANet: Few-Shot Image Semantic Segmentation With Prototype Alignment,"Wang Kaixin , Liew Jun Hao , Zou Yingtian , Zhou Daquan , Feng Jiashi",2019,ICCV2019
ShapeMask: Learning to Segment Novel Objects by Refining Shape Priors,"Kuo Weicheng , Angelova Anelia , Malik Jitendra , Lin Tsung-Yi",2019,ICCV2019
Sequence Level Semantics Aggregation for Video Object Detection,"Wu Haiping , Chen Yuntao , Wang Naiyan , Zhang Zhaoxiang",2019,ICCV2019
Video Object Segmentation Using Space-Time Memory Networks,"Oh Seoung Wug , Lee Joon-Young , Xu Ning , Kim Seon Joo",2019,ICCV2019
Zero-Shot Video Object Segmentation via Attentive Graph Neural Networks,"Wang Wenguan , Lu Xiankai , Shen Jianbing , Cr,all David J. , Shao Ling",2019,ICCV2019
MeteorNet: Deep Learning on Dynamic 3D Point Cloud Sequences,"Liu Xingyu , Yan Mengyuan , Bohg Jeannette",2019,ICCV2019
3D Instance Segmentation via Multi-Task Metric Learning,"Lahoud Jean , Ghanem Bernard , Pollefeys Marc , Oswald Martin R.",2019,ICCV2019
DeepGCNs: Can GCNs Go As Deep As CNNs?,"Li Guohao , Muller Matthias , Thabet Ali , Ghanem Bernard",2019,ICCV2019
Deep Hough Voting for 3D Object Detection in Point Clouds,"Qi Charles R. , Litany Or , He Kaiming , Guibas Leonidas J.",2019,ICCV2019
M3D-RPN: Monocular 3D Region Proposal Network for Object Detection,"Brazil Garrick , Liu Xiaoming",2019,ICCV2019
SemanticKITTI: A Dataset for Semantic Scene Understanding of LiDAR Sequences,"Behley Jens , Garbade Martin , Milioto Andres , Quenzel Jan , Behnke Sven , Stachniss Cyrill , Gall Jurgen",2019,ICCV2019
"WoodScape: A Multi-Task, Multi-Camera Fisheye Dataset for Autonomous Driving","Yogamani Senthil , Hughes Ciaran , Horgan Jonathan , Sistu Ganesh , Varley Padraig , O'Dea Derek , Uricar Michal , Milz Stefan , Simon Martin , Amende Karl , Witt Christian , Rashed Hazem , Chennupati Sumanth , Nayak Sanjaya , Mansoor Saquib , Perrotton Xavier , Perez Patrick",2019,ICCV2019
Scalable Place Recognition Under Appearance Change for Autonomous Driving,"Doan Anh-Dzung , Latif Yasir , Chin Tat-Jun , Liu Yu , Do Thanh-Toan , Reid Ian",2019,ICCV2019
Exploring the Limitations of Behavior Cloning for Autonomous Driving,"Codevilla Felipe , Santana Eder , Lopez Antonio M. , Gaidon Adrien",2019,ICCV2019
Habitat: A Platform for Embodied AI Research,"Savva Manolis , Kadian Abhishek , Maksymets Oleks,r , Zhao Yili , Wijmans Erik , Jain Bhavana , Straub Julian , Liu Jia , Koltun Vladlen , Malik Jitendra , Parikh Devi , Batra Dhruv",2019,ICCV2019
Towards Interpretable Face Recognition,"Yin Bangjie , Tran Luan , Li Haoxiang , Shen Xiaohui , Liu Xiaoming",2019,ICCV2019
Co-Mining: Deep Face Recognition With Noisy Labels,"Wang Xiaobo , Wang Shuo , Wang Jun , Shi Hailin , Mei Tao",2019,ICCV2019
Few-Shot Adaptive Gaze Estimation,"Park Seonwook , Mello Shalini De , Molchanov Pavlo , Iqbal Umar , Hilliges Otmar , Kautz Jan",2019,ICCV2019
Live Face De-Identification in Video,"Gafni Oran , Wolf Lior , Taigman Yaniv",2019,ICCV2019
Face Video Deblurring Using 3D Facial Priors,"Ren Wenqi , Yang Jiaolong , Deng Senyou , Wipf David , Cao Xiaochun , Tong Xin",2019,ICCV2019
Semi-Supervised Monocular 3D Face Reconstruction With End-to-End Shape-Preserved Domain Transfer,"Piao Jingtan , Qian Chen , Li Hongsheng",2019,ICCV2019
3D Face Modeling From Diverse Raw Scan Data,"Liu Feng , Tran Luan , Liu Xiaoming",2019,ICCV2019
A Decoupled 3D Facial Shape Model by Adversarial Training,"Abrevaya Victoria Fern,ez , Boukhayma Adnane , Wuhrer Stefanie , Boyer Edmond",2019,ICCV2019
Photo-Realistic Facial Details Synthesis From Single Image,"Chen Anpei , Chen Zhang , Zhang Guli , Mitchell Kenny , Yu Jingyi",2019,ICCV2019
S2GAN: Share Aging Factors Across Ages and Share Aging Trends Among Individuals,"He Zhenliang , Kan Meina , Shan Shiguang , Chen Xilin",2019,ICCV2019
PuppetGAN: Cross-Domain Image Manipulation by Demonstration,"Usman Ben , Dufour Nick , Saenko Kate , Bregler Chris",2019,ICCV2019
Few-Shot Adversarial Learning of Realistic Neural Talking Head Models,"Zakharov Egor , Shysheya Aliaks,ra , Burkov Egor , Lempitsky Victor",2019,ICCV2019
Pose-Aware Multi-Level Feature Network for Human Object Interaction Detection,"Wan Bo , Zhou Desen , Liu Yongfei , Li Rongjie , He Xuming",2019,ICCV2019
TRB: A Novel Triplet Representation for Understanding 2D Human Body,"Duan Haodong , Lin Kwan-Yee , Jin Sheng , Liu Wentao , Qian Chen , Ouyang Wanli",2019,ICCV2019
Learning Trajectory Dependencies for Human Motion Prediction,"Mao Wei , Liu Miaomiao , Salzmann Mathieu , Li Hongdong",2019,ICCV2019
Cross-Domain Adaptation for Animal Pose Estimation,"Cao Jinkun , Tang Hongyang , Fang Hao-Shu , Shen Xiaoyong , Lu Cewu , Tai Yu-Wing",2019,ICCV2019
NOTE-RCNN: NOise Tolerant Ensemble RCNN for Semi-Supervised Object Detection,"Gao Jiyang , Wang Jiang , Dai Shengyang , Li Li-Jia , Nevatia Ram",2019,ICCV2019
Unsupervised Out-of-Distribution Detection by Maximum Classifier Discrepancy,"Yu Qing , Aizawa Kiyoharu",2019,ICCV2019
SBSGAN: Suppression of Inter-Domain Background Shift for Person Re-Identification,"Huang Yan , Wu Qiang , Xu JingSong , Zhong Yi",2019,ICCV2019
Enriched Feature Guided Refinement Network for Object Detection,"Nie Jing , Anwer Rao Muhammad , Cholakkal Hisham , Khan Fahad Shahbaz , Pang Yanwei , Shao Ling",2019,ICCV2019
Deep Meta Metric Learning,"Chen Guangyi , Zhang Tianren , Lu Jiwen , Zhou Jie",2019,ICCV2019
Discriminative Feature Transformation for Occluded Pedestrian Detection,"Zhou Chunluan , Yang Ming , Yuan Junsong",2019,ICCV2019
Contextual Attention for Hand Detection in the Wild,"Narasimhaswamy Supreeth , Wei Zhengwei , Wang Yang , Zhang Justin , Hoai Minh",2019,ICCV2019
Meta R-CNN: Towards General Solver for Instance-Level Low-Shot Learning,"Yan Xiaopeng , Chen Ziliang , Xu Anni , Wang Xiaoxi , Liang Xiaodan , Lin Liang",2019,ICCV2019
Pyramid Graph Networks With Connection Attentions for Region-Based One-Shot Semantic Segmentation,"Zhang Chi , Lin Guosheng , Liu Fayao , Guo Jiushuang , Wu Qingyao , Yao Rui",2019,ICCV2019
Presence-Only Geographical Priors for Fine-Grained Image Classification,"Mac Aodha Oisin , Cole Elijah , Perona Pietro",2019,ICCV2019
POD: Practical Object Detection With Scale-Sensitive Network,"Peng Junran , Sun Ming , Zhang Zhaoxiang , Tan Tieniu , Yan Junjie",2019,ICCV2019
Human Uncertainty Makes Classification More Robust,"Peterson Joshua C. , Battleday Ruairidh M. , Griffiths Thomas L. , Russakovsky Olga",2019,ICCV2019
FCOS: Fully Convolutional One-Stage Object Detection,"Tian Zhi , Shen Chunhua , Chen Hao , He Tong",2019,ICCV2019
Self-Critical Attention Learning for Person Re-Identification,"Chen Guangyi , Lin Chunze , Ren Liangliang , Lu Jiwen , Zhou Jie",2019,ICCV2019
Temporal Knowledge Propagation for Image-to-Video Person Re-Identification,"Gu Xinqian , Ma Bingpeng , Chang Hong , Shan Shiguang , Chen Xilin",2019,ICCV2019
RepPoints: Point Set Representation for Object Detection,"Yang Ze , Liu Shaohui , Hu Han , Wang Liwei , Lin Stephen",2019,ICCV2019
SegEQA: Video Segmentation Based Visual Attention for Embodied Question Answering,"Luo Haonan , Lin Guosheng , Liu Zichuan , Liu Fayao , Tang Zhenmin , Yao Yazhou",2019,ICCV2019
"No-Frills Human-Object Interaction Detection: Factorization, Layout Encodings, and Training Techniques","Gupta Tanmay , Schwing Alex,er , Hoiem Derek",2019,ICCV2019
Cap2Det: Learning to Amplify Weak Caption Supervision for Object Detection,"Ye Keren , Zhang Mingda , Kovashka Adriana , Li Wei , Qin Danfeng , Berent Jesse",2019,ICCV2019
No Fear of the Dark: Image Retrieval Under Varying Illumination Conditions,"Jenicek Tomas , Chum Ondrej",2019,ICCV2019
Hierarchical Shot Detector,"Cao Jiale , Pang Yanwei , Han Jungong , Li Xuelong",2019,ICCV2019
Few-Shot Learning With Global Class Representations,"Li Aoxue , Luo Tiange , Xiang Tao , Huang Weiran , Wang Liwei",2019,ICCV2019
"Better to Follow, Follow to Be Better: Towards Precise Supervision of Feature Super-Resolution for Small Object Detection","Noh Junhyug , Bae Wonho , Lee Wonhee , Seo Jinhwan , Kim Gunhee",2019,ICCV2019
Weakly Supervised Object Detection With Segmentation Collaboration,"Li Xiaoyan , Kan Meina , Shan Shiguang , Chen Xilin",2019,ICCV2019
AutoFocus: Efficient Multi-Scale Inference,"Najibi Mahyar , Singh Bharat , Davis Larry S.",2019,ICCV2019
Leveraging Long-Range Temporal Relationships Between Proposals for Video Object Detection,"Shvets Mykhailo , Liu Wei , Berg Alex,er C.",2019,ICCV2019
Transferable Contrastive Network for Generalized Zero-Shot Learning,"Jiang Huajie , Wang Ruiping , Shan Shiguang , Chen Xilin",2019,ICCV2019
Fast Point R-CNN,"Chen Yilun , Liu Shu , Shen Xiaoyong , Jia Jiaya",2019,ICCV2019
Mesh R-CNN,"Gkioxari Georgia , Malik Jitendra , Johnson Justin",2019,ICCV2019
Deep Supervised Hashing With Anchor Graph,"Chen Yudong , Lai Zhihui , Ding Yujuan , Lin Kaiyi , Wong Wai Keung",2019,ICCV2019
Detecting 11K Classes: Large Scale Object Detection Without Fine-Grained Bounding Boxes,"Yang Hao , Wu Hao , Chen Hao",2019,ICCV2019
Re-ID Driven Localization Refinement for Person Search,"Han Chuchu , Ye Jiacheng , Zhong Yunshan , Tan Xin , Zhang Chi , Gao Changxin , Sang Nong",2019,ICCV2019
Hierarchical Encoding of Sequential Data With Compact and Sub-Linear Storage Cost,"Le Huu , Xu Ming , Hoang Tuan , Milford Michael",2019,ICCV2019
C-MIDN: Coupled Multiple Instance Detection Network With Segmentation Guidance for Weakly Supervised Object Detection,"Gao Yan , Liu Boxiao , Guo Nan , Ye Xiaochun , Wan Fang , You Haihang , Fan Dongrui",2019,ICCV2019
