title,author,year,publication
SparseMask: Differentiable Connectivity Learning for Dense Image Prediction,"Wu Huikai , Zhang Junge , Huang Kaiqi",2019,ICCV2019
Significance-Aware Information Bottleneck for Domain Adaptive Semantic Segmentation,"Luo Yawei , Liu Ping , Guan Tao , Yu Junqing , Yang Yi",2019,ICCV2019
Relational Attention Network for Crowd Counting,"Zhang Anran , Shen Jiayi , Xiao Zehao , Zhu Fan , Zhen Xiantong , Cao Xianbin , Shao Ling",2019,ICCV2019
ACFNet: Attentional Class Feature Network for Semantic Segmentation,"Zhang Fan , Chen Yanqin , Li Zhihang , Hong Zhibin , Liu Jingtuo , Ma Feifei , Han Junyu , Ding Errui",2019,ICCV2019
Frame-to-Frame Aggregation of Active Regions in Web Videos for Weakly Supervised Semantic Segmentation,"Lee Jungbeom , Kim Eunji , Lee Sungmin , Lee Jangho , Yoon Sungroh",2019,ICCV2019
Boundary-Aware Feature Propagation for Scene Segmentation,"Ding Henghui , Jiang Xudong , Liu Ai Qun , Thalmann Nadia Magnenat , Wang Gang",2019,ICCV2019
Self-Ensembling With GAN-Based Data Augmentation for Domain Adaptation in Semantic Segmentation,"Choi Jaehoon , Kim Taekyung , Kim Changick",2019,ICCV2019
Explaining the Ambiguity of Object Detection and 6D Pose From Visual Data,"Manhardt Fabian , Arroyo Diego Martin , Rupprecht Christian , Busam Benjamin , Birdal Tolga , Navab Nassir , Tombari Federico",2019,ICCV2019
Accurate Monocular 3D Object Detection via Color-Embedded 3D Reconstruction for Autonomous Driving,"Ma Xinzhu , Wang Zhihui , Li Haojie , Zhang Pengbo , Ouyang Wanli , Fan Xin",2019,ICCV2019
MonoLoco: Monocular 3D Pedestrian Localization and Uncertainty Estimation,"Bertoni Lorenzo , Kreiss Sven , Alahi Alex,re",2019,ICCV2019
Unsupervised High-Resolution Depth Learning From Videos With Dual Networks,"Zhou Junsheng , Wang Yuwang , Qin Kaihuai , Zeng Wenjun",2019,ICCV2019
Bayesian Graph Convolution LSTM for Skeleton Based Action Recognition,"Zhao Rui , Wang Kang , Su Hui , Ji Qiang",2019,ICCV2019
DeCaFA: Deep Convolutional Cascade for Face Alignment in the Wild,"Dapogny Arnaud , Bailly Kevin , Cord Matthieu",2019,ICCV2019
Probabilistic Face Embeddings,"Shi Yichun , Jain Anil K.",2019,ICCV2019
Gaze360: Physically Unconstrained Gaze Estimation in the Wild,"Kellnhofer Petr , Recasens Adria , Stent Simon , Matusik Wojciech , Torralba Antonio",2019,ICCV2019
Unsupervised Person Re-Identification by Camera-Aware Similarity Consistency Learning,"Wu Ancong , Zheng Wei-Shi , Lai Jian-Huang",2019,ICCV2019
Photo-Realistic Monocular Gaze Redirection Using Generative Adversarial Networks,"He Zhe , Spurr Adrian , Zhang Xucong , Hilliges Otmar",2019,ICCV2019
Dynamic Kernel Distillation for Efficient Pose Estimation in Videos,"Nie Xuecheng , Li Yuncheng , Luo Linjie , Zhang Ning , Feng Jiashi",2019,ICCV2019
Single-Stage Multi-Person Pose Machines,"Nie Xuecheng , Feng Jiashi , Zhang Jianfeng , Yan Shuicheng",2019,ICCV2019
SO-HandNet: Self-Organizing Network for 3D Hand Pose Estimation With Semi-Supervised Learning,"Chen Yujin , Tu Zhigang , Ge Liuhao , Zhang Dejun , Chen Ruizhi , Yuan Junsong",2019,ICCV2019
Adaptive Wing Loss for Robust Face Alignment via Heatmap Regression,"Wang Xinyao , Bo Liefeng , Fuxin Li",2019,ICCV2019
Single-Network Whole-Body Pose Estimation,"Hidalgo Gines , Raaj Yaadhav , Idrees Haroon , Xiang Donglai , Joo Hanbyul , Simon Tomas , Sheikh Yaser",2019,ICCV2019
Face Alignment With Kernel Density Deep Neural Network,"Chen Lisha , Su Hui , Ji Qiang",2019,ICCV2019
Spatiotemporal Feature Residual Propagation for Action Prediction,"Zhao He , Wildes Richard P.",2019,ICCV2019
"Identity From Here, Pose From There: Self-Supervised Disentanglement and Generation of Objects Using Unlabeled Videos","Xiao Fanyi , Liu Haotian , Lee Yong Jae",2019,ICCV2019
Relation Distillation Networks for Video Object Detection,"Deng Jiajun , Pan Yingwei , Yao Ting , Zhou Wengang , Li Houqiang , Mei Tao",2019,ICCV2019
Video Compression With Rate-Distortion Autoencoders,"Habibian Amirhossein , Rozendaal Ties van , Tomczak Jakub M. , Cohen Taco S.",2019,ICCV2019
Non-Local ConvLSTM for Video Compression Artifact Reduction,"Xu Yi , Gao Longwen , Tian Kai , Zhou Shuigeng , Sun Huyang",2019,ICCV2019
Self-Supervised Moving Vehicle Tracking With Stereo Sound,"Gan Chuang , Zhao Hang , Chen Peihao , Cox David , Torralba Antonio",2019,ICCV2019
"Self-Supervised Learning With Geometric Constraints in Monocular Video: Connecting Flow, Depth, and Camera","Chen Yuhua , Schmid Cordelia , Sminchisescu Cristian",2019,ICCV2019
Learning Temporal Action Proposals With Fewer Labels,"Ji Jingwei , Cao Kaidi , Niebles Juan Carlos",2019,ICCV2019
TSM: Temporal Shift Module for Efficient Video Understanding,"Lin Ji , Gan Chuang , Han Song",2019,ICCV2019
Graph Convolutional Networks for Temporal Action Localization,"Zeng Runhao , Huang Wenbing , Tan Mingkui , Rong Yu , Zhao Peilin , Huang Junzhou , Gan Chuang",2019,ICCV2019
Fast Object Detection in Compressed Video,"Wang Shiyao , Lu Hongchao , Deng Zhidong",2019,ICCV2019
Predicting 3D Human Dynamics From Video,"Zhang Jason Y. , Felsen Panna , Kanazawa Angjoo , Malik Jitendra",2019,ICCV2019
Imitation Learning for Human Pose Prediction,"Wang Borui , Adeli Ehsan , Chiu Hsu-kuang , Huang De-An , Niebles Juan Carlos",2019,ICCV2019
Human Motion Prediction via Spatio-Temporal Inpainting,"Hern,ez Alej,ro , Gall Jurgen , Moreno-Noguer Francesc",2019,ICCV2019
Structured Prediction Helps 3D Human Motion Modelling,"Aksan Emre , Kaufmann Manuel , Hilliges Otmar",2019,ICCV2019
Learning Shape Templates With Structured Implicit Functions,"Genova Kyle , Cole Forrester , Vlasic Daniel , Sarna Aaron , Freeman William T. , Funkhouser Thomas",2019,ICCV2019
CompenNet++: End-to-End Full Projector Compensation,"Huang Bingyao , Ling Haibin",2019,ICCV2019
Deep Parametric Indoor Lighting Estimation,"Gardner Marc-Andre , Hold-Geoffroy Yannick , Sunkavalli Kalyan , Gagne Christian , Lalonde Jean-Francois",2019,ICCV2019
FSGAN: Subject Agnostic Face Swapping and Reenactment,"Nirkin Yuval , Keller Yosi , Hassner Tal",2019,ICCV2019
Deep Single-Image Portrait Relighting,"Zhou Hao , Hadap Sunil , Sunkavalli Kalyan , Jacobs David W.",2019,ICCV2019
PU-GAN: A Point Cloud Upsampling Adversarial Network,"Li Ruihui , Li Xianzhi , Fu Chi-Wing , Cohen-Or Daniel , Heng Pheng-Ann",2019,ICCV2019
Neural 3D Morphable Models: Spiral Convolutional Networks for 3D Shape Representation Learning and Generation,"Bouritsas Giorgos , Bokhnyak Sergiy , Ploumpis Stylianos , Bronstein Michael , Zafeiriou Stefanos",2019,ICCV2019
Joint Learning of Saliency Detection and Weakly Supervised Semantic Segmentation,"Zeng Yu , Zhuge Yunzhi , Lu Huchuan , Zhang Lihe",2019,ICCV2019
Towards High-Resolution Salient Object Detection,"Zeng Yi , Zhang Pingping , Zhang Jianming , Lin Zhe , Lu Huchuan",2019,ICCV2019
Event-Based Motion Segmentation by Motion Compensation,"Stoffregen Timo , Gallego Guillermo , Drummond Tom , Kleeman Lindsay , Scaramuzza Davide",2019,ICCV2019
Depth-Induced Multi-Scale Recurrent Attention Network for Saliency Detection,"Piao Yongri , Ji Wei , Li Jingjing , Zhang Miao , Lu Huchuan",2019,ICCV2019
Stacked Cross Refinement Network for Edge-Aware Salient Object Detection,"Wu Zhe , Su Li , Huang Qingming",2019,ICCV2019
Motion Guided Attention for Video Salient Object Detection,"Li Haofeng , Chen Guanqi , Li Guanbin , Yu Yizhou",2019,ICCV2019
Semi-Supervised Video Salient Object Detection Using Pseudo-Labels,"Yan Pengxiang , Li Guanbin , Xie Yuan , Li Zhen , Wang Chuan , Chen Tianshui , Lin Liang",2019,ICCV2019
Joint Learning of Semantic Alignment and Object Landmark Detection,"Jeon Sangryul , Min Dongbo , Kim Seungryong , Sohn Kwanghoon",2019,ICCV2019
RainFlow: Optical Flow Under Rain Streaks and Rain Veiling Effect,"Li Ruoteng , Tan Robby T. , Cheong Loong-Fah , Aviles-Rivero Angelica I. , Fan Qingnan , Schonlieb Carola-Bibiane",2019,ICCV2019
GridDehazeNet: Attention-Based Multi-Scale Network for Image Dehazing,"Liu Xiaohong , Ma Yongrui , Shi Zhihao , Chen Jun",2019,ICCV2019
Learning to See Moving Objects in the Dark,"Jiang Haiyang , Zheng Yinqiang",2019,ICCV2019
SegSort: Segmentation by Discriminative Sorting of Segments,"Hwang Jyh-Jing , Yu Stella X. , Shi Jianbo , Collins Maxwell D. , Yang Tien-Ju , Zhang Xiao , Chen Liang-Chieh",2019,ICCV2019
What Synthesis Is Missing: Depth Adaptation Integrated With Weak Supervision for Indoor Scene Parsing,"Liu Keng-Chi , Shen Yi-Ting , Klopp Jan P. , Chen Liang-Gee",2019,ICCV2019
AdaptIS: Adaptive Instance Selection Network,"Sofiiuk Konstantin , Barinova Olga , Konushin Anton",2019,ICCV2019
DADA: Depth-Aware Domain Adaptation in Semantic Segmentation,"Vu Tuan-Hung , Jain Himalaya , Bucher Maxime , Cord Matthieu , Perez Patrick",2019,ICCV2019
Guided Curriculum Model Adaptation and Uncertainty-Aware Evaluation for Semantic Nighttime Image Segmentation,"Sakaridis Christos , Dai Dengxin , Gool Luc Van",2019,ICCV2019
SceneGraphNet: Neural Message Passing for 3D Indoor Scene Augmentation,"Zhou Yang , While Zachary , Kalogerakis Evangelos",2019,ICCV2019
SkyScapes  Fine-Grained Semantic Understanding of Aerial Scenes,"Azimi Seyed Majid , Henry Corentin , Sommer Lars , Schumann Arne , Vig Eleonora",2019,ICCV2019
Transferable Representation Learning in Vision-and-Language Navigation,"Huang Haoshuo , Jain Vihan , Mehta Harsh , Ku Alex,er , Magalhaes Gabriel , Baldridge Jason , Ie Eugene",2019,ICCV2019
Towards Unsupervised Image Captioning With Shared Multimodal Embeddings,"Laina Iro , Rupprecht Christian , Navab Nassir",2019,ICCV2019
ViCo: Word Embeddings From Visual Co-Occurrences,"Gupta Tanmay , Schwing Alex,er , Hoiem Derek",2019,ICCV2019
Seq-SG2SL: Inferring Semantic Layout From Scene Graph Through Sequence to Sequence Learning,"Li Boren , Zhuang Boyu , Li Mingyang , Gu Jian",2019,ICCV2019
U-CAM: Visual Explanation Using Uncertainty Based Class Activation Maps,"Patro Badri N. , Lunayach Mayank , Patel Shivansh , Namboodiri Vinay P.",2019,ICCV2019
See-Through-Text Grouping for Referring Image Segmentation,"Chen Ding-Jie , Jia Songhao , Lo Yi-Chen , Chen Hwann-Tzong , Liu Tyng-Luh",2019,ICCV2019
VideoBERT: A Joint Model for Video and Language Representation Learning,"Sun Chen , Myers Austin , Vondrick Carl , Murphy Kevin , Schmid Cordelia",2019,ICCV2019
Language Features Matter: Effective Language Representations for Vision-Language Tasks,"Burns Andrea , Tan Reuben , Saenko Kate , Sclaroff Stan , Plummer Bryan A.",2019,ICCV2019
Semantic Stereo Matching With Pyramid Cost Volumes,"Wu Zhenyao , Wu Xinyi , Zhang Xiaoping , Wang Song , Ju Lili",2019,ICCV2019
Learning Relationships for Multi-View 3D Object Recognition,"Yang Ze , Wang Liwei",2019,ICCV2019
View N-Gram Network for 3D Object Retrieval,"He Xinwei , Huang Tengteng , Bai Song , Bai Xiang",2019,ICCV2019
Expert Sample Consensus Applied to Camera Re-Localization,"Brachmann Eric , Rother Carsten",2019,ICCV2019
Semantic Part Detection via Matching: Learning to Generalize to Novel Viewpoints From Limited Training Data,"Bai Yutong , Liu Qing , Xie Lingxi , Qiu Weichao , Zheng Yan , Yuille Alan L.",2019,ICCV2019
Dynamic Points Agglomeration for Hierarchical Point Sets Learning,"Liu Jinxian , Ni Bingbing , Li Caiyuan , Yang Jiancheng , Tian Qi",2019,ICCV2019
Attributing Fake Images to GANs: Learning and Analyzing GAN Fingerprints,"Yu Ning , Davis Larry S. , Fritz Mario",2019,ICCV2019
Dual Adversarial Inference for Text-to-Image Synthesis,"Lao Qicheng , Havaei Mohammad , Pesaranghader Ahmad , Dutil Francis , Jorio Lisa Di , Fevens Thomas",2019,ICCV2019
View-LSTM: Novel-View Video Synthesis Through View Decomposition,"Lakhal Mohamed Ilyes , Lanz Oswald , Cavallaro Andrea",2019,ICCV2019
HoloGAN: Unsupervised Learning of 3D Representations From Natural Images,"Nguyen-Phuoc Thu , Li Chuan , Theis Lucas , Richardt Christian , Yang Yong-Liang",2019,ICCV2019
Unpaired Image-to-Speech Synthesis With Multimodal Information Bottleneck,"Ma Shuang , McDuff Daniel , Song Yale",2019,ICCV2019
Improved Conditional VRNNs for Video Prediction,"Castrejon Lluis , Ballas Nicolas , Courville Aaron",2019,ICCV2019
Visualizing the Invisible: Occluded Vehicle Segmentation and Recovery,"Yan Xiaosheng , Wang Feigege , Liu Wenxi , Yu Yuanlong , He Shengfeng , Pan Jia",2019,ICCV2019
FrameNet: Learning Local Canonical Frames of 3D Surfaces From a Single RGB Image,"Huang Jingwei , Zhou Yichao , Funkhouser Thomas , Guibas Leonidas J.",2019,ICCV2019
Pushing the Frontiers of Unconstrained Crowd Counting: New Dataset and Benchmark Method,"Sindagi Vishwanath A. , Yasarla Rajeev , Patel Vishal M.",2019,ICCV2019
Spatial Correspondence With Generative Adversarial Network: Learning Depth From Monocular Videos,"Wu Zhenyao , Wu Xinyi , Zhang Xiaoping , Wang Song , Ju Lili",2019,ICCV2019
Learning Single Camera Depth Estimation Using Dual-Pixels,"Garg Rahul , Wadhwa Neal , Ansari Sameer , Barron Jonathan T.",2019,ICCV2019
Domain-Adaptive Single-View 3D Reconstruction,"Pinheiro Pedro O. , Rostamzadeh Negar , Ahn Sungjin",2019,ICCV2019
Transformable Bottleneck Networks,"Olszewski Kyle , Tulyakov Sergey , Woodford Oliver , Li Hao , Luo Linjie",2019,ICCV2019
RIO: 3D Object Instance Re-Localization in Changing Indoor Environments,"Wald Johanna , Avetisyan Armen , Navab Nassir , Tombari Federico , Niessner Matthias",2019,ICCV2019
Pix2Pose: Pixel-Wise Coordinate Regression of Objects for 6D Pose Estimation,"Park Kiru , Patten Timothy , Vincze Markus",2019,ICCV2019
CDPN: Coordinates-Based Disentangled Pose Network for Real-Time RGB-Based 6-DoF Object Pose Estimation,"Li Zhigang , Wang Gu , Ji Xiangyang",2019,ICCV2019
C3DPO: Canonical 3D Pose Networks for Non-Rigid Structure From Motion,"Novotny David , Ravi Nikhila , Graham Benjamin , Neverova Natalia , Vedaldi Andrea",2019,ICCV2019
Learning to Reconstruct 3D Manhattan Wireframes From a Single Image,"Zhou Yichao , Qi Haozhi , Zhai Yuexiang , Sun Qi , Chen Zhili , Wei Li-Yi , Ma Yi",2019,ICCV2019
Soft Rasterizer: A Differentiable Renderer for Image-Based 3D Reasoning,"Liu Shichen , Li Tianye , Chen Weikai , Li Hao",2019,ICCV2019
Learnable Triangulation of Human Pose,"Iskakov Karim , Burkov Egor , Lempitsky Victor , Malkov Yury",2019,ICCV2019
xR-EgoPose: Egocentric 3D Human Pose From an HMD Camera,"Tome Denis , Peluse Patrick , Agapito Lourdes , Badino Hernan",2019,ICCV2019
DeepHuman: 3D Human Reconstruction From a Single Image,"Zheng Zerong , Yu Tao , Wei Yixuan , Dai Qionghai , Liu Yebin",2019,ICCV2019
A Neural Network for Detailed Human Depth Estimation From a Single Image,"Tang Sicong , Tan Feitong , Cheng Kelvin , Li Zhaoyang , Zhu Siyu , Tan Ping",2019,ICCV2019
DenseRaC: Joint 3D Pose and Shape Estimation by Dense Render-and-Compare,"Xu Yuanlu , Zhu Song-Chun , Tung Tony",2019,ICCV2019
Not All Parts Are Created Equal: 3D Pose Estimation by Modeling Bi-Directional Dependencies of Body Parts,"Wang Jue , Huang Shaoli , Wang Xinchao , Tao Dacheng",2019,ICCV2019
Extreme View Synthesis,"Choi Inchang , Gallo Orazio , Troccoli Alej,ro , Kim Min H. , Kautz Jan",2019,ICCV2019
View Independent Generative Adversarial Network for Novel View Synthesis,"Xu Xiaogang , Chen Ying-Cong , Jia Jiaya",2019,ICCV2019
Cascaded Context Pyramid for Full-Resolution 3D Semantic Scene Completion,"Zhang Pingping , Liu Wei , Lei Yinjie , Lu Huchuan , Yang Xiaoyun",2019,ICCV2019
View-Consistent 4D Light Field Superpixel Segmentation,"Khan Numair , Zhang Qian , Kasser Lucas , Stone Henry , Kim Min H. , Tompkin James",2019,ICCV2019
GLoSH: Global-Local Spherical Harmonics for Intrinsic Image Decomposition,"Zhou Hao , Yu Xiang , Jacobs David W.",2019,ICCV2019
Surface Normals and Shape From Water,"Murai Satoshi , Kuo Meng-Yu Jennifer , Kawahara Ryo , Nobuhara Shohei , Nishino Ko",2019,ICCV2019
Restoration of Non-Rigidly Distorted Underwater Images Using a Combination of Compressive Sensing and Local Polynomial Image Representations,"James Jerin Geo , Agrawal Pranay , Rajwade Ajit",2019,ICCV2019
Learning Perspective Undistortion of Portraits,"Zhao Yajie , Huang Zeng , Li Tianye , Chen Weikai , LeGendre Chloe , Ren Xinglei , Shapiro Ari , Li Hao",2019,ICCV2019
Towards Photorealistic Reconstruction of Highly Multiplexed Lensless Images,"Khan Salman S. ,  Adarsh V. R. , Boominathan Vivek , Tan Jasper , Veeraraghavan Ashok , Mitra Kaushik",2019,ICCV2019
Unconstrained Motion Deblurring for Dual-Lens Cameras,"Mohan M. R. Mahesh , Girish Sharath , Rajagopalan A. N.",2019,ICCV2019
Stochastic Exposure Coding for Handling Multi-ToF-Camera Interference,"Lee Jongho , Gupta Mohit",2019,ICCV2019
Convolutional Approximations to the General Non-Line-of-Sight Imaging Operator,"Ahn Byeongjoo , Dave Akshat , Veeraraghavan Ashok , Gkioulekas Ioannis , Sankaranarayanan Aswin C.",2019,ICCV2019
Agile Depth Sensing Using Triangulation Light Curtains,"Bartels Joseph R. , Wang Jian , Whittaker William ""Red"" , Narasimhan Srinivasa G.",2019,ICCV2019
Asynchronous Single-Photon 3D Imaging,"Gupta Anant , Ingle Atul , Gupta Mohit",2019,ICCV2019
Cross-Dataset Person Re-Identification via Unsupervised Pose Disentanglement and Adaptation,"Li Yu-Jhe , Lin Ci-Siang , Lin Yan-Bo , Wang Yu-Chiang Frank",2019,ICCV2019
A Learned Representation for Scalable Vector Graphics,"Lopes Raphael Gontijo , Ha David , Eck Douglas , Shlens Jonathon",2019,ICCV2019
ELF: Embedded Localisation of Features in Pre-Trained CNN,"Benbihi Assia , Geist Matthieu , Pradalier Cedric",2019,ICCV2019
Joint Group Feature Selection and Discriminative Filter Learning for Robust Visual Object Tracking,"Xu Tianyang , Feng Zhen-Hua , Wu Xiao-Jun , Kittler Josef",2019,ICCV2019
Sampling Wisely: Deep Image Embedding by Top-K Precision Optimization,"Lu Jing , Xu Chaofan , Zhang Wei , Duan Ling-Yu , Mei Tao",2019,ICCV2019
On the Global Optima of Kernelized Adversarial Representation Learning,"Sadeghi Bashir , Yu Runyi , Boddeti Vishnu",2019,ICCV2019
Addressing Model Vulnerability to Distributional Shifts Over Image Transformation Sets,"Volpi Riccardo , Murino Vittorio",2019,ICCV2019
Attract or Distract: Exploit the Margin of Open Set,"Feng Qianyu , Kang Guoliang , Fan Hehe , Yang Yi",2019,ICCV2019
MIC: Mining Interclass Characteristics for Improved Metric Learning,"Roth Karsten , Brattoli Biagio , Ommer Bjorn",2019,ICCV2019
Self-Supervised Representation Learning via Neighborhood-Relational Encoding,"Sabokrou Mohammad , Khalooei Mohammad , Adeli Ehsan",2019,ICCV2019
AWSD: Adaptive Weighted Spatiotemporal Distillation for Video Representation,"Tavakolian Mohammad , Tavakoli Hamed R. , Hadid Abdenour",2019,ICCV2019
Bilinear Attention Networks for Person Retrieval,"Fang Pengfei , Zhou Jieming , Roy Soumava Kumar , Petersson Lars , Har,i Mehrtash",2019,ICCV2019
Discriminative Feature Learning With Consistent Attention Regularization for Person Re-Identification,"Zhou Sanping , Wang Fei , Huang Zeyi , Wang Jinjun",2019,ICCV2019
Semi-Supervised Domain Adaptation via Minimax Entropy,"Saito Kuniaki , Kim Donghyun , Sclaroff Stan , Darrell Trevor , Saenko Kate",2019,ICCV2019
Boosting Few-Shot Visual Learning With Self-Supervision,"Gidaris Spyros , Bursuc Andrei , Komodakis Nikos , Perez Patrick , Cord Matthieu",2019,ICCV2019
FDA: Feature Disruptive Attack,"Ganeshan Aditya , B.S. Vivek , Babu R. Venkatesh",2019,ICCV2019
A Novel Unsupervised Camera-Aware Domain Adaptation Framework for Person Re-Identification,"Qi Lei , Wang Lei , Huo Jing , Zhou Luping , Shi Yinghuan , Gao Yang",2019,ICCV2019
Cross-View Policy Learning for Street Navigation,"Li Ang , Hu Huiyi , Mirowski Piotr , Farajtabar Mehrdad",2019,ICCV2019
Learning Across Tasks and Domains,"Ramirez Pierluigi Zama , Tonioni Alessio , Salti Samuele , Stefano Luigi Di",2019,ICCV2019
EMPNet: Neural Localisation and Mapping Using Embedded Memory Points,"Avraham Gil , Zuo Yan , Dharmasiri Thanuja , Drummond Tom",2019,ICCV2019
AVT: Unsupervised Learning of Transformation Equivariant Representations by Autoencoding Variational Transformations,"Qi Guo-Jun , Zhang Liheng , Chen Chang Wen , Tian Qi",2019,ICCV2019
Composite Shape Modeling via Latent Space Factorization,"Dubrovina Anastasia , Xia Fei , Achlioptas Panos , Shalah Mira , Groscot Raphael , Guibas Leonidas J.",2019,ICCV2019
Deep Comprehensive Correlation Mining for Image Clustering,"Wu Jianlong , Long Keyu , Wang Fei , Qian Chen , Li Cheng , Lin Zhouchen , Zha Hongbin",2019,ICCV2019
Unsupervised Multi-Task Feature Learning on Point Clouds,"Hassani Kaveh , Haley Mike",2019,ICCV2019
Reciprocal Multi-Layer Subspace Learning for Multi-View Clustering,"Li Ruihuang , Zhang Changqing , Fu Huazhu , Peng Xi , Zhou Tianyi , Hu Qinghua",2019,ICCV2019
Geometric Disentanglement for Generative Latent Shape Models,"Aumentado-Armstrong Tristan , Tsogkas Stavros , Jepson Allan , Dickinson Sven",2019,ICCV2019
GAN-Tree: An Incrementally Learned Hierarchical Generative Framework for Multi-Modal Data Distributions,"Kundu Jogendra Nath , Gor Maharshi , Agrawal Dakshit , Babu R. Venkatesh",2019,ICCV2019
GODS: Generalized One-Class Discriminative Subspaces for Anomaly Detection,"Wang Jue , Cherian Anoop",2019,ICCV2019
Neighborhood Preserving Hashing for Scalable Video Retrieval,"Li Shuyan , Chen Zhixiang , Lu Jiwen , Li Xiu , Zhou Jie",2019,ICCV2019
Self-Training With Progressive Augmentation for Unsupervised Cross-Domain Person Re-Identification,"Zhang Xinyu , Cao Jiewei , Shen Chunhua , You Mingyu",2019,ICCV2019
"SCRDet: Towards More Robust Detection for Small, Cluttered and Rotated Objects","Yang Xue , Yang Jirui , Yan Junchi , Zhang Yue , Zhang Tengfei , Guo Zhi , Sun Xian , Fu Kun",2019,ICCV2019
Cross-X Learning for Fine-Grained Visual Categorization,"Luo Wei , Yang Xitong , Mo Xianjie , Lu Yuheng , Davis Larry S. , Li Jun , Yang Jian , Lim Ser-Nam",2019,ICCV2019
Maximum-Margin Hamming Hashing,"Kang Rong , Cao Yue , Long Mingsheng , Wang Jianmin , Yu Philip S.",2019,ICCV2019
Conservative Wasserstein Training for Pose Estimation,"Liu Xiaofeng , Zou Yang , Che Tong , Ding Peng , Jia Ping , You Jane , Kumar B.V.K. Vijaya",2019,ICCV2019
Learning to Rank Proposals for Object Detection,"Tan Zhiyu , Nie Xuecheng , Qian Qi , Li Nan , Li Hao",2019,ICCV2019
Vehicle Re-Identification With Viewpoint-Aware Metric Learning,"Chu Ruihang , Sun Yifan , Li Yadong , Liu Zheng , Zhang Chi , Wei Yichen",2019,ICCV2019
WSOD2: Learning Bottom-Up and Top-Down Objectness Distillation for Weakly-Supervised Object Detection,"Zeng Zhaoyang , Liu Bei , Fu Jianlong , Chao Hongyang , Zhang Lei",2019,ICCV2019
Localization of Deep Inpainting Using High-Pass Fully Convolutional Network,"Li Haodong , Huang Jiwu",2019,ICCV2019
Clustered Object Detection in Aerial Images,"Yang Fan , Fan Heng , Chu Peng , Blasch Erik , Ling Haibin",2019,ICCV2019
Unsupervised Graph Association for Person Re-Identification,"Wu Jinlin , Yang Yang , Liu Hao , Liao Shengcai , Lei Zhen , Li Stan Z.",2019,ICCV2019
Learning a Mixture of Granularity-Specific Experts for Fine-Grained Categorization,"Zhang Lianbo , Huang Shaoli , Liu Wei , Tao Dacheng",2019,ICCV2019
advPattern: Physical-World Attacks on Deep Person Re-Identification via Adversarially Transformable Patterns,"Wang Zhibo , Zheng Siyan , Song Mengkai , Wang Qian , Rahimpour Alireza , Qi Hairong",2019,ICCV2019
ABD-Net: Attentive but Diverse Person Re-Identification,"Chen Tianlong , Ding Shaojin , Xie Jingyi , Yuan Ye , Chen Wuyang , Yang Yang , Ren Zhou , Wang Zhangyang",2019,ICCV2019
From Open Set to Closed Set: Counting Objects by Spatial Divide-and-Conquer,"Xiong Haipeng , Lu Hao , Liu Chengxin , Liu Liang , Cao Zhiguo , Shen Chunhua",2019,ICCV2019
Towards Precise End-to-End Weakly Supervised Object Detection Network,"Yang Ke , Li Dongsheng , Dou Yong",2019,ICCV2019
Learn to Scale: Generating Multipolar Normalized Density Maps for Crowd Counting,"Xu Chenfeng , Qiu Kai , Fu Jianlong , Bai Song , Xu Yongchao , Bai Xiang",2019,ICCV2019
Ground-to-Aerial Image Geo-Localization With a Hard Exemplar Reweighting Triplet Loss,"Cai Sudong , Guo Yulan , Khan Salman , Hu Jiwei , Wen Gongjian",2019,ICCV2019
Learning to Discover Novel Visual Categories via Deep Transfer Clustering,"Han Kai , Vedaldi Andrea , Zisserman Andrew",2019,ICCV2019
AM-LFS: AutoML for Loss Function Search,"Li Chuming , Yuan Xin , Lin Chen , Guo Minghao , Wu Wei , Yan Junjie , Ouyang Wanli",2019,ICCV2019
Few-Shot Object Detection via Feature Reweighting,"Kang Bingyi , Liu Zhuang , Wang Xin , Yu Fisher , Feng Jiashi , Darrell Trevor",2019,ICCV2019
"Objects365: A Large-Scale, High-Quality Dataset for Object Detection","Shao Shuai , Li Zeming , Zhang Tianyuan , Peng Chao , Yu Gang , Zhang Xiangyu , Li Jing , Sun Jian",2019,ICCV2019
Efficient and Accurate Arbitrary-Shaped Text Detection With Pixel Aggregation Network,"Wang Wenhai , Xie Enze , Song Xiaoge , Zang Yuhang , Wang Wenjia , Lu Tong , Yu Gang , Shen Chunhua",2019,ICCV2019
Foreground-Aware Pyramid Reconstruction for Alignment-Free Occluded Person Re-Identification,"He Lingxiao , Wang Yinggang , Liu Wu , Zhao He , Sun Zhenan , Feng Jiashi",2019,ICCV2019
Collect and Select: Semantic Alignment Metric Learning for Few-Shot Learning,"Hao Fusheng , He Fengxiang , Cheng Jun , Wang Lei , Cao Jianzhong , Tao Dacheng",2019,ICCV2019
Bayesian Adaptive Superpixel Segmentation,"Uziel Roy , Ronen Meitar , Freifeld Oren",2019,ICCV2019
CapsuleVOS: Semi-Supervised Video Object Segmentation Using Capsule Routing,"Duarte Kevin , Rawat Yogesh S. , Shah Mubarak",2019,ICCV2019
BAE-NET: Branched Autoencoder for Shape Co-Segmentation,"Chen Zhiqin , Yin Kangxue , Fisher Matthew , Chaudhuri Siddhartha , Zhang Hao",2019,ICCV2019
VV-Net: Voxel VAE Net With Group Convolutions for Point Cloud Segmentation,"Meng Hsien-Yu , Gao Lin , Lai Yu-Kun , Manocha Dinesh",2019,ICCV2019
