title,author,year,publication,citation
What Else Can Fool Deep Learning? Addressing Color Constancy Errors on Deep Neural Network Performance,"Afifi Mahmoud , Brown Michael S.",2019,ICCV2019,68
Beyond Cartesian Representations for Local Descriptors,"Ebel Patrick , Mishchuk Anastasiia , Yi Kwang Moo , Fua Pascal , Trulls Eduard",2019,ICCV2019,54
Distilling Knowledge From a Deep Pose Regressor Network,"Saputra Muhamad Risqi U. , Gusmao Pedro P. B. de , Almalioglu Yasin , Markham Andrew , Trigoni Niki",2019,ICCV2019,62
Instance-Level Future Motion Estimation in a Single Image Based on Ordinal Regression,"Kim Kyung-Rae , Choi Whan , Koh Yeong Jun , Jeong Seong-Gyun , Kim Chang-Su",2019,ICCV2019,9
Vision-Infused Deep Audio Inpainting,"Zhou Hang , Liu Ziwei , Xu Xudong , Luo Ping , Wang Xiaogang",2019,ICCV2019,63
HAWQ: Hessian AWare Quantization of Neural Networks With Mixed-Precision,"Dong Zhen , Yao Zhewei , Gholami Amir , Mahoney Michael W. , Keutzer Kurt",2019,ICCV2019,269
Evaluating Robustness of Deep Image Super-Resolution Against Adversarial Attacks,"Choi Jun-Ho , Zhang Huan , Kim Jun-Hyuk , Hsieh Cho-Jui , Lee Jong-Seok",2019,ICCV2019,42
Overcoming Catastrophic Forgetting With Unlabeled Data in the Wild,"Lee Kibok , Lee Kimin , Shin Jinwoo , Lee Honglak",2019,ICCV2019,107
Symmetric Cross Entropy for Robust Learning With Noisy Labels,"Wang Yisen , Ma Xingjun , Chen Zaiyi , Luo Yuan , Yi Jinfeng , Bailey James",2019,ICCV2019,446
Few-Shot Learning With Embedded Class Models and Shot-Free Meta Training,"Ravich,ran Avinash , Bhotika Rahul , Soatto Stefano",2019,ICCV2019,0
Dual Directed Capsule Network for Very Low Resolution Image Recognition,"Singh Maneet , Nagpal Shruti , Singh Richa , Vatsa Mayank",2019,ICCV2019,28
Recognizing Part Attributes With Insufficient Data,"Zhao Xiangyun , Yang Yi , Zhou Feng , Tan Xiao , Yuan Yuchen , Bao Yingze , Wu Ying",2019,ICCV2019,19
USIP: Unsupervised Stable Interest Point Detection From 3D Point Clouds,"Li Jiaxin , Lee Gim Hee",2019,ICCV2019,91
Mixed High-Order Attention Network for Person Re-Identification,"Chen Binghui , Deng Weihong , Hu Jiani",2019,ICCV2019,2
Budget-Aware Adapters for Multi-Domain Learning,"Berriel Rodrigo , Lathuillere Stephane , Nabi Moin , Klein Tassilo , Oliveira-Santos Thiago , Sebe Nicu , Ricci Elisa",2019,ICCV2019,143
Compact Trilinear Interaction for Visual Question Answering,"Do Tuong , Do Thanh-Toan , Tran Huy , Tjiputra Erman , Tran Quang D.",2019,ICCV2019,44
Towards Latent Attribute Discovery From Triplet Similarities,"Nigam Ishan , Tokmakov Pavel , Ramanan Deva",2019,ICCV2019,4
GeoStyle: Discovering Fashion Trends and Events,"Mall Utkarsh , Matzen Kevin , Hariharan Bharath , Snavely Noah , Bala Kavita",2019,ICCV2019,42
Towards Adversarially Robust Object Detection,"Zhang Haichao , Wang Jianyu",2019,ICCV2019,74
Automatic and Robust Skull Registration Based on Discrete Uniformization,"Zhao Junli , Qi Xin , Wen Chengfeng , Lei Na , Gu Xianfeng",2019,ICCV2019,4
Few-Shot Image Recognition With Knowledge Transfer,"Peng Zhimao , Li Zechao , Zhang Junge , Li Yan , Qi Guo-Jun , Tang Jinhui",2019,ICCV2019,105
Fine-Grained Action Retrieval Through Multiple Parts-of-Speech Embeddings,"Wray Michael , Larlus Diane , Csurka Gabriela , Damen Dima",2019,ICCV2019,103
Vehicle Re-Identification in Aerial Imagery: Dataset and Approach,"Wang Peng , Jiao Bingliang , Yang Lu , Yang Yifei , Zhang Shizhou , Wei Wei , Zhang Yanning",2019,ICCV2019,36
Bridging the Domain Gap for Ground-to-Aerial Image Matching,"Regmi Krishna , Shah Mubarak",2019,ICCV2019,13
A Robust Learning Approach to Domain Adaptive Object Detection,"Khodab,eh Mehran , Vahdat Arash , Ranjbar Mani , Macready William G.",2019,ICCV2019,160
Graph-Based Object Classification for Neuromorphic Vision Sensing,"Bi Yin , Chadha Aaron , Abbas Alhabib , Bourtsoulatze Eirina , Andreopoulos Yiannis",2019,ICCV2019,79
Gaussian YOLOv3: An Accurate and Fast Object Detector Using Localization Uncertainty for Autonomous Driving,"Choi Jiwoong , Chun Dayoung , Kim Hyun , Lee Hyuk-Jae",2019,ICCV2019,240
Sharpen Focus: Learning With Attention Separability and Consistency,"Wang Lezi , Wu Ziyan , Karanam Srikrishna , Peng Kuan-Chuan , Singh Rajat Vikram , Liu Bo , Metaxas Dimitris N.",2019,ICCV2019,25
Learning Semantic-Specific Graph Representation for Multi-Label Image Recognition,"Chen Tianshui , Xu Muxin , Hui Xiaolu , Wu Hefeng , Lin Liang",2019,ICCV2019,8
DeceptionNet: Network-Driven Domain Randomization,"Zakharov Sergey , Kehl Wadim , Ilic Slobodan",2019,ICCV2019,70
Pose-Guided Feature Alignment for Occluded Person Re-Identification,"Miao Jiaxu , Wu Yu , Liu Ping , Ding Yuhang , Yang Yi",2019,ICCV2019,247
Robust Person Re-Identification by Modelling Feature Uncertainty,"Yu Tianyuan , Li Da , Yang Yongxin , Hospedales Timothy M. , Xiang Tao",2019,ICCV2019,77
Co-Segmentation Inspired Attention Networks for Video-Based Person Re-Identification,"Subramaniam Arulkumar , Nambiar Athira , Mittal Anurag",2019,ICCV2019,74
A Delay Metric for Video Object Detection: What Average Precision Fails to Tell,"Mao Huizi , Yang Xiaodong , Dally William J.",2019,ICCV2019,23
IL2M: Class Incremental Learning With Dual Memory,"Belouadah Eden , Popescu Adrian",2019,ICCV2019,174
Asymmetric Non-Local Neural Networks for Semantic Segmentation,"Zhu Zhen , Xu Mengde , Bai Song , Huang Tengteng , Bai Xiang",2019,ICCV2019,390
CCNet: Criss-Cross Attention for Semantic Segmentation,"Huang Zilong , Wang Xinggang , Huang Lichao , Huang Chang , Wei Yunchao , Liu Wenyu",2019,ICCV2019,1
Convex Shape Prior for Multi-Object Segmentation Using a Single Level Set Function,"Luo Shousheng , Tai Xue-Cheng , Huo Limei , Wang Yang , Glowinski Rol,",2019,ICCV2019,17
Surface Networks via General Covers,"Haim Niv , Segol Nimrod , Ben-Hamu Heli , Maron Haggai , Lipman Yaron",2019,ICCV2019,41
SSAP: Single-Shot Instance Segmentation With Affinity Pyramid,"Gao Naiyu , Shan Yanhu , Wang Yupei , Zhao Xin , Yu Yinan , Yang Ming , Huang Kaiqi",2019,ICCV2019,163
Learning Propagation for Arbitrarily-Structured Data,"Liu Sifei , Li Xueting , Jampani Varun , Mello Shalini De , Kautz Jan",2019,ICCV2019,31
"MultiSeg: Semantically Meaningful, Scale-Diverse Segmentations From Minimal User Input","Liew Jun Hao , Cohen Scott , Price Brian , Mai Long , Ong Sim-Heng , Feng Jiashi",2019,ICCV2019,21
Robust Motion Segmentation From Pairwise Matches,"Arrigoni Federica , Pajdla Tomas",2019,ICCV2019,8
InstaBoost: Boosting Instance Segmentation via Probability Map Guided Copy-Pasting,"Fang Hao-Shu , Sun Jianhua , Wang Runzhong , Gou Minghao , Li Yong-Lu , Lu Cewu",2019,ICCV2019,132
Racial Faces in the Wild: Reducing Racial Bias by Information Maximization Adaptation Network,"Wang Mei , Deng Weihong , Hu Jiani , Tao Xunqiang , Huang Yaohai",2019,ICCV2019,210
Uncertainty Modeling of Contextual-Connections Between Tracklets for Unconstrained Video-Based Face Recognition,"Zheng Jingxiao , Yu Ruichi , Chen Jun-Cheng , Lu Boyu , Castillo Carlos D. , Chellappa Rama",2019,ICCV2019,9
Spatio-Temporal Fusion Based Convolutional Sequence Learning for Lip Reading,"Zhang Xingxuan , Cheng Feng , Wang Shilin",2019,ICCV2019,43
Occlusion-Aware Networks for 3D Human Pose Estimation in Video,"Cheng Yu , Yang Bo , Wang Bo , Yan Wending , Tan Robby T.",2019,ICCV2019,65
Context-Aware Feature and Label Fusion for Facial Action Unit Intensity Estimation With Partially Labeled Data,"Zhang Yong , Jiang Haiyong , Wu Baoyuan , Fan Yanbo , Ji Qiang",2019,ICCV2019,24
Distill Knowledge From NRSfM for Weakly Supervised 3D Pose Learning,"Wang Chaoyang , Kong Chen , Lucey Simon",2019,ICCV2019,40
MONET: Multiview Semi-Supervised Keypoint Detection via Epipolar Divergence,"Yao Yuan , Jafarian Yasamin , Park Hyun Soo",2019,ICCV2019,30
Talking With Hands 16.2M: A Large-Scale Dataset of Synchronized Body-Finger Motion and Audio for Conversational Motion Analysis and Synthesis,"Lee Gilwoo , Deng Zhiwei , Ma Shugao , Shiratori Takaaki , Srinivasa Siddhartha S. , Sheikh Yaser",2019,ICCV2019,38
Occlusion Robust Face Recognition Based on Mask Learning With Pairwise Differential Siamese Network,"Song Lingxue , Gong Dihong , Li Zhifeng , Liu Changsong , Liu Wei",2019,ICCV2019,128
Teacher Supervises Students How to Learn From Partially Labeled Images for Facial Landmark Detection,"Dong Xuanyi , Yang Yi",2019,ICCV2019,55
A2J: Anchor-to-Joint Regression Network for 3D Articulated Pose Estimation From a Single Depth Image,"Xiong Fu , Zhang Boshen , Xiao Yang , Cao Zhiguo , Yu Taidong , Zhou Joey Tianyi , Yuan Junsong",2019,ICCV2019,95
TexturePose: Supervising Human Mesh Estimation With Texture Consistency,"Pavlakos Georgios , Kolotouros Nikos , Daniilidis Kostas",2019,ICCV2019,86
FreiHAND: A Dataset for Markerless Capture of Hand Pose and Shape From Single RGB Images,"Zimmermann Christian , Ceylan Duygu , Yang Jimei , Russell Bryan , Argus Max , Brox Thomas",2019,ICCV2019,219
Markerless Outdoor Human Motion Capture Using Multiple Autonomous Micro Aerial Vehicles,"Saini Nitin , Price Eric , Tallamraju Rahul , Enficiaud Raffi , Ludwig Roman , Martinovic Igor , Ahmad Aamir , Black Michael J.",2019,ICCV2019,26
Toyota Smarthome: Real-World Activities of Daily Living,"Das Srijan , Dai Rui , Koperski Michal , Minciullo Luca , Garattoni Lorenzo , Bremond Francois , Francesca Gianpiero",2019,ICCV2019,66
Relation Parsing Neural Network for Human-Object Interaction Detection,"Zhou Penghao , Chi Mingmin",2019,ICCV2019,96
DistInit: Learning Video Representations Without a Single Labeled Video,"Girdhar Rohit , Tran Du , Torresani Lorenzo , Ramanan Deva",2019,ICCV2019,49
Zero-Shot Anticipation for Instructional Activities,"Sener Fadime , Yao Angela",2019,ICCV2019,89
Making the Invisible Visible: Action Recognition Through Walls and Occlusions,"Li Tianhong , Fan Lijie , Zhao Mingmin , Liu Yingcheng , Katabi Dina",2019,ICCV2019,63
Recursive Visual Sound Separation Using Minus-Plus Net,"Xu Xudong , Dai Bo , Lin Dahua",2019,ICCV2019,64
Unsupervised Video Interpolation Using Cycle Consistency,"Reda Fitsum A. , Sun Deqing , Dundar Aysegul , Shoeybi Mohammad , Liu Guilin , Shih Kevin J. , Tao Andrew , Kautz Jan , Catanzaro Bryan",2019,ICCV2019,64
Deformable Surface Tracking by Graph Matching,"Wang Tao , Ling Haibin , Lang Congyan , Feng Songhe , Hou Xiaohui",2019,ICCV2019,15
Deep Meta Learning for Real-Time Target-Aware Visual Tracking,"Choi Janghoon , Kwon Junseok , Lee Kyoung Mu",2019,ICCV2019,18
Looking to Relations for Future Trajectory Forecast,"Choi Chiho , Dariush Behzad",2019,ICCV2019,49
Anchor Diffusion for Unsupervised Video Object Segmentation,"Yang Zhao , Wang Qiang , Bertinetto Luca , Hu Weiming , Bai Song , Torr Philip H. S.",2019,ICCV2019,80
Tracking Without Bells and Whistles,"Bergmann Philipp , Meinhardt Tim , Leal-Taixe Laura",2019,ICCV2019,571
Perspective-Guided Convolution Networks for Crowd Counting,"Yan Zhaoyi , Yuan Yuchen , Zuo Wangmeng , Tan Xiao , Wang Yezhen , Wen Shilei , Ding Errui",2019,ICCV2019,152
End-to-End Wireframe Parsing,"Zhou Yichao , Qi Haozhi , Ma Yi",2019,ICCV2019,88
Incremental Class Discovery for Semantic Segmentation With RGBD Sensing,"Nakajima Yoshikatsu , Kang Byeongkeun , Saito Hideo , Kitani Kris",2019,ICCV2019,11
SSF-DAN: Separated Semantic Feature Based Domain Adaptation Network for Semantic Segmentation,"Du Liang , Tan Jingang , Yang Hongye , Feng Jianfeng , Xue Xiangyang , Zheng Qibao , Ye Xiaoqing , Zhang Xiaolin",2019,ICCV2019,120
SpaceNet MVOI: A Multi-View Overhead Imagery Dataset,"Weir Nicholas , Lindenbaum David , Bastidas Alexei , Etten Adam Van , McPherson Sean , Shermeyer Jacob , Kumar Varun , Tang Hanlin",2019,ICCV2019,45
Multi-Level Bottom-Top and Top-Bottom Feature Fusion for Crowd Counting,"Sindagi Vishwanath A. , Patel Vishal M.",2019,ICCV2019,3862
Learning Lightweight Lane Detection CNNs by Self Attention Distillation,"Hou Yuenan , Ma Zheng , Liu Chunxiao , Loy Chen Change",2019,ICCV2019,300
SplitNet: Sim2Sim and Task2Task Transfer for Embodied Visual Navigation,"Gordon Daniel , Kadian Abhishek , Parikh Devi , Hoffman Judy , Batra Dhruv",2019,ICCV2019,59
Cascaded Parallel Filtering for Memory-Efficient Image-Based Localization,"Cheng Wentao , Lin Weisi , Chen Kan , Zhang Xinfeng",2019,ICCV2019,0
Pixel2Mesh++: Multi-View 3D Mesh Generation via Deformation,"Wen Chao , Zhang Yinda , Li Zhuwen , Fu Yanwei",2019,ICCV2019,152
A Differential Volumetric Approach to Multi-View Photometric Stereo,"Logothetis Fotios , Mecca Roberto , Cipolla Roberto",2019,ICCV2019,27
Revisiting Radial Distortion Absolute Pose,"Larsson Viktor , Sattler Torsten , Kukelova Zuzana , Pollefeys Marc",2019,ICCV2019,22
Estimating the Fundamental Matrix Without Point Correspondences With Application to Transmission Imaging,"Wurfl Tobias , Aichert Andre , Maass Nicole , Dennerlein Frank , Maier Andreas",2019,ICCV2019,5
QUARCH: A New Quasi-Affine Reconstruction Stratum From Vague Relative Camera Orientation Knowledge,"Adlakha Devesh , Habed Adlane , Morbidi Fabio , Demonceaux Cedric , Mathelin Michel de",2019,ICCV2019,2
Homography From Two Orientation- and Scale-Covariant Features,"Barath Daniel , Kukelova Zuzana",2019,ICCV2019,26
Hiding Video in Audio via Reversible Generative Models,"Yang Hyukryul , Ouyang Hao , Koltun Vladlen , Chen Qifeng",2019,ICCV2019,8
GSLAM: A General SLAM Framework and Benchmark,"Zhao Yong , Xu Shibiao , Bu Shuhui , Jiang Hongkai , Han Pengcheng",2019,ICCV2019,19
Elaborate Monocular Point and Line SLAM With Robust Initialization,"Lee Sang Jun , Hwang Sung Soo",2019,ICCV2019,18
Adaptive Density Map Generation for Crowd Counting,"Wan Jia , Chan Antoni",2019,ICCV2019,116
Attention-Aware Polarity Sensitive Embedding for Affective Image Retrieval,"Yao Xingxu , She Dongyu , Zhao Sicheng , Liang Jie , Lai Yu-Kun , Yang Jufeng",2019,ICCV2019,22
Zero-Shot Emotion Recognition via Affective Structural Embedding,"Zhan Chi , She Dongyu , Zhao Sicheng , Cheng Ming-Ming , Yang Jufeng",2019,ICCV2019,30
FW-GAN: Flow-Navigated Warping GAN for Video Virtual Try-On,"Dong Haoye , Liang Xiaodan , Shen Xiaohui , Wu Bowen , Chen Bing-Cheng , Yin Jian",2019,ICCV2019,5
Interactive Sketch &amp; Fill: Multiclass Sketch-to-Image Translation,"Ghosh Arnab , Zhang Richard , Dokania Puneet K. , Wang Oliver , Efros Alexei A. , Torr Philip H. S. , Shechtman Eli",2019,ICCV2019,88
Attention-Based Autism Spectrum Disorder Screening With Privileged Modality,"Chen Shi , Zhao Qi",2019,ICCV2019,21
"Image Aesthetic Assessment Based on Pairwise Comparison  A Unified Approach to Score Regression, Binary Classification, and Personalization","Lee Jun-Tae , Kim Chang-Su",2019,ICCV2019,28
Delving Into Robust Object Detection From Unmanned Aerial Vehicles: A Deep Nuisance Disentanglement Approach,"Wu Zhenyu , Suresh Karthik , Narayanan Priya , Xu Hongyu , Kwon Heesung , Wang Zhangyang",2019,ICCV2019,53
Bit-Flip Attack: Crushing Neural Network With Progressive Bit Search,"Rakin Adnan Siraj , He Zhezhi , Fan Deliang",2019,ICCV2019,116
Employing Deep Part-Object Relationships for Salient Object Detection,"Liu Yi , Zhang Qiang , Zhang Dingwen , Han Jungong",2019,ICCV2019,53
Self-Supervised Deep Depth Denoising,"Sterzentsenko Vladimiros , Saroglou Leonidas , Chatzitofis Anargyros , Thermos Spyridon , Zioulis Nikolaos , Doumanoglou Alex,ros , Zarpalas Dimitrios , Daras Petros",2019,ICCV2019,32
Cost-Aware Fine-Grained Recognition for IoTs Based on Sequential Fixations,"Wang Hanxiao , Saligrama Venkatesh , Sclaroff Stan , Ablavsky Vitaly",2019,ICCV2019,4
Layout-Induced Video Representation for Recognizing Agent-in-Place Actions,"Yu Ruichi , Wang Hongcheng , Li Ang , Zheng Jingxiao , Morariu Vlad I. , Davis Larry S.",2019,ICCV2019,266
Anomaly Detection in Video Sequence With Appearance-Motion Correspondence,"Nguyen Trong-Nguyen , Meunier Jean",2019,ICCV2019,207
Exploring Randomly Wired Neural Networks for Image Recognition,"Xie Saining , Kirillov Alex,er , Girshick Ross , He Kaiming",2019,ICCV2019,300
Progressive Differentiable Architecture Search: Bridging the Depth Gap Between Search and Evaluation,"Chen Xin , Xie Lingxi , Wu Jun , Tian Qi",2019,ICCV2019,483
Multinomial Distribution Learning for Effective Neural Architecture Search,"Zheng Xiawu , Ji Rongrong , Tang Lang , Zhang Baochang , Liu Jianzhuang , Tian Qi",2019,ICCV2019,72
Searching for MobileNetV3,"Howard Andrew , S,ler Mark , Chu Grace , Chen Liang-Chieh , Chen Bo , Tan Mingxing , Wang Weijun , Zhu Yukun , Pang Ruoming , Vasudevan Vijay , Le Quoc V. , Adam Hartwig",2019,ICCV2019,2856
Data-Free Quantization Through Weight Equalization and Bias Correction,"Nagel Markus , Baalen Mart van , Blankevoort Tijmen , Welling Max",2019,ICCV2019,270
A Camera That CNNs: Towards Embedded Neural Networks on Pixel Processor Arrays,"Bose Laurie , Chen Jianing , Carey Stephen J. , Dudek Piotr , Mayol-Cuevas Walterio",2019,ICCV2019,28
Knowledge Distillation via Route Constrained Optimization,"Jin Xiao , Peng Baoyun , Wu Yichao , Liu Yu , Liu Jiaheng , Liang Ding , Yan Junjie , Hu Xiaolin",2019,ICCV2019,90
Distillation-Based Training for Multi-Exit Architectures,"Phuong Mary , Lampert Christoph H.",2019,ICCV2019,0
Similarity-Preserving Knowledge Distillation,"Tung Frederick , Mori Greg",2019,ICCV2019,68
Many Task Learning With Task Routing,"Strezoski Gjorgji , Noord Nanne van , Worring Marcel",2019,ICCV2019,66
Stochastic Filter Groups for Multi-Task CNNs: Learning Specialist and Generalist Convolution Kernels,"Bragman Felix J.S. , Tanno Ryutaro , Ourselin Sebastien , Alex,er Daniel C. , Cardoso Jorge",2019,ICCV2019,49
Transferability and Hardness of Supervised Classification Tasks,"Tran Anh T. , Nguyen Cuong V. , Hassner Tal",2019,ICCV2019,76
Moment Matching for Multi-Source Domain Adaptation,"Peng Xingchao , Bai Qinxun , Xia Xide , Huang Zijun , Saenko Kate , Wang Bo",2019,ICCV2019,19
Unsupervised Domain Adaptation via Regularized Conditional Alignment,"Cicek Safa , Soatto Stefano",2019,ICCV2019,88
Larger Norm More Transferable: An Adaptive Feature Norm Approach for Unsupervised Domain Adaptation,"Xu Ruijia , Li Guanbin , Yang Jihan , Lin Liang",2019,ICCV2019,320
UM-Adapt: Unsupervised Multi-Task Adaptation Using Adversarial Cross-Task Distillation,"Kundu Jogendra Nath , Lakkakula Nishank , Babu R. Venkatesh",2019,ICCV2019,0
Episodic Training for Domain Generalization,"Li Da , Zhang Jianshu , Yang Yongxin , Liu Cong , Song Yi-Zhe , Hospedales Timothy M.",2019,ICCV2019,294
Domain Adaptation for Structured Output via Discriminative Patch Representations,"Tsai Yi-Hsuan , Sohn Kihyuk , Schulter Samuel , Ch,raker Manmohan",2019,ICCV2019,226
Semi-Supervised Learning by Augmented Distribution Alignment,"Wang Qin , Li Wen , Gool Luc Van",2019,ICCV2019,45
S4L: Self-Supervised Semi-Supervised Learning,"Zhai Xiaohua , Oliver Avital , Kolesnikov Alex,er , Beyer Lucas",2019,ICCV2019,0
Privacy Preserving Image Queries for Camera Localization,"Speciale Pablo , Schonberger Johannes L. , Sinha Sudipta N. , Pollefeys Marc",2019,ICCV2019,23
Calibration Wizard: A Guidance System for Camera Calibration Based on Modelling Geometric and Corner Uncertainty,"Peng Songyou , Sturm Peter",2019,ICCV2019,17
Gated2Depth: Real-Time Dense Lidar From Gated Images,"Gruber Tobias , Julca-Aguilar Frank , Bijelic Mario , Heide Felix",2019,ICCV2019,29
X-Section: Cross-Section Prediction for Enhanced RGB-D Fusion,"Nicastro Andrea , Clark Ronald , Leutenegger Stefan",2019,ICCV2019,1
Learning an Event Sequence Embedding for Dense Event-Based Deep Stereo,"Tulyakov Stepan , Fleuret Francois , Kiefel Martin , Gehler Peter , Hirsch Michael",2019,ICCV2019,53
Point-Based Multi-View Stereo Network,"Chen Rui , Han Songfang , Xu Jing , Su Hao",2019,ICCV2019,0
Discrete Laplace Operator Estimation for Dynamic 3D Reconstruction,"Xu Xiangyu , Dunn Enrique",2019,ICCV2019,6
Deep Non-Rigid Structure From Motion,"Kong Chen , Lucey Simon",2019,ICCV2019,1
Equivariant Multi-View Networks,"Esteves Carlos , Xu Yinshuang , Allen-Blanchette Christine , Daniilidis Kostas",2019,ICCV2019,7
Interpolated Convolutional Networks for 3D Point Cloud Understanding,"Mao Jiageng , Wang Xiaogang , Li Hongsheng",2019,ICCV2019,165
Revisiting Point Cloud Classification: A New Benchmark Dataset and Classification Model on Real-World Data,"Uy Mikaela Angelina , Pham Quang-Hieu , Hua Binh-Son , Nguyen Thanh , Yeung Sai-Kit",2019,ICCV2019,318
PointCloud Saliency Maps,"Zheng Tianhang , Chen Changyou , Yuan Junsong , Li Bo , Ren Kui",2019,ICCV2019,103
ShellNet: Efficient Point Cloud Convolutional Neural Networks Using Concentric Shells Statistics,"Zhang Zhiyuan , Hua Binh-Son , Yeung Sai-Kit",2019,ICCV2019,241
Unsupervised Deep Learning for Structured Shape Matching,"Roufosse Jean-Michel , Sharma Abhishek , Ovsjanikov Maks",2019,ICCV2019,93
Linearly Converging Quasi Branch and Bound Algorithms for Global Rigid Registration,"Dym Nadav , Kovalsky Shahar Ziv",2019,ICCV2019,14
Consensus Maximization Tree Search Revisited,"Cai Zhipeng , Chin Tat-Jun , Koltun Vladlen",2019,ICCV2019,19
Quasi-Globally Optimal and Efficient Vanishing Point Estimation in Manhattan World,"Li Haoang , Zhao Ji , Bazin Jean-Charles , Chen Wen , Liu Zhe , Liu Yun-Hui",2019,ICCV2019,19
An Efficient Solution to the Homography-Based Relative Pose Problem With a Common Reference Direction,"Ding Yaqing , Yang Jian , Ponce Jean , Kong Hui",2019,ICCV2019,17
A Quaternion-Based Certifiably Optimal Solution to the Wahba Problem With Outliers,"Yang Heng , Carlone Luca",2019,ICCV2019,30
PLMP - Point-Line Minimal Problems in Complete Multi-View Visibility,"Duff Timothy , Kohn Kathlen , Leykin Anton , Pajdla Tomas",2019,ICCV2019,24
Variational Few-Shot Learning,"Zhang Jian , Zhao Chenglong , Ni Bingbing , Xu Minghao , Yang Xiaokang",2019,ICCV2019,4
Generative Adversarial Minority Oversampling,"Mullick Sankha Subhra , Datta Shounak , Das Swagatam",2019,ICCV2019,113
Memorizing Normality to Detect Anomaly: Memory-Augmented Deep Autoencoder for Unsupervised Anomaly Detection,"Gong Dong , Liu Lingqiao , Le Vuong , Saha Budhaditya , Mansour Moussa Reda , Venkatesh Svetha , Hengel Anton van den",2019,ICCV2019,609
Topological Map Extraction From Overhead Images,"Li Zuoyue , Wegner Jan Dirk , Lucchi Aurelien",2019,ICCV2019,82
Exploiting Temporal Consistency for Real-Time Video Depth Estimation,"Zhang Haokui , Shen Chunhua , Li Ying , Cao Yuanzhouhan , Liu Yu , Yan Youliang",2019,ICCV2019,64
The Sound of Motions,"Zhao Hang , Gan Chuang , Ma Wei-Chiu , Torralba Antonio",2019,ICCV2019,176
SC-FEGAN: Face Editing Generative Adversarial Network With User's Sketch and Color,"Jo Youngjoo , Park Jongyoul",2019,ICCV2019,208
Exploring Overall Contextual Information for Image Captioning in Human-Like Cognitive Style,"Ge Hongwei , Yan Zehang , Zhang Kai , Zhao Mingde , Sun Liang",2019,ICCV2019,13
Order-Aware Generative Modeling Using the 3D-Craft Dataset,"Chen Zhuoyuan , Guo Demi , Xiao Tong , Xie Saining , Chen Xinlei , Yu Haonan , Gray Jonathan , Srinet Kavya , Fan Haoqi , Ma Jerry , Qi Charles R. , Tulsiani Shubham , Szlam Arthur , Zitnick C. Lawrence",2019,ICCV2019,154
Crowd Counting With Deep Structured Scale Integration Network,"Liu Lingbo , Qiu Zhilin , Li Guanbin , Liu Shufan , Ouyang Wanli , Lin Liang",2019,ICCV2019,181
Bidirectional One-Shot Unsupervised Domain Mapping,"Cohen Tomer , Wolf Lior",2019,ICCV2019,15
Evolving Space-Time Neural Architectures for Videos,"Piergiovanni AJ , Angelova Anelia , Toshev Alex,er , Ryoo Michael S.",2019,ICCV2019,54
Universally Slimmable Networks and Improved Training Techniques,"Yu Jiahui , Huang Thomas S.",2019,ICCV2019,245
AutoDispNet: Improving Disparity Estimation With AutoML,"Saikia Tonmoy , Marrakchi Yassine , Zela Arber , Hutter Frank , Brox Thomas",2019,ICCV2019,53
Deep Meta Functionals for Shape Representation,"Littwin Gidi , Wolf Lior",2019,ICCV2019,59
Differentiable Kernel Evolution,"Liu Yu , Liu Jihao , Zeng Ailing , Wang Xiaogang",2019,ICCV2019,5
Batch Weight for Domain Adaptation With Mass Shift,"Binkowski Mikolaj , Hjelm Devon , Courville Aaron",2019,ICCV2019,10
SRM: A Style-Based Recalibration Module for Convolutional Neural Networks,"Lee HyunJae , Kim Hyo-Eun , Nam Hyeonseob",2019,ICCV2019,98
Switchable Whitening for Deep Representation Learning,"Pan Xingang , Zhan Xiaohang , Shi Jianping , Tang Xiaoou , Luo Ping",2019,ICCV2019,55
Adaptative Inference Cost With Convolutional Neural Mixture Models,"Ruiz Adria , Verbeek Jakob",2019,ICCV2019,22
On Network Design Spaces for Visual Recognition,"Radosavovic Ilija , Johnson Justin , Xie Saining , Lo Wan-Yen , Dollar Piotr",2019,ICCV2019,94
Improved Techniques for Training Adaptive Deep Networks,"Li Hao , Zhang Hong , Qi Xiaojuan , Yang Ruigang , Huang Gao",2019,ICCV2019,78
Resource Constrained Neural Network Architecture Search: Will a Submodularity Assumption Help?,"Xiong Yunyang , Mehta Ronak , Singh Vikas",2019,ICCV2019,24
ACNet: Strengthening the Kernel Skeletons for Powerful CNN via Asymmetric Convolution Blocks,"Ding Xiaohan , Guo Yuchen , Ding Guiguang , Han Jungong",2019,ICCV2019,297
A Comprehensive Overhaul of Feature Distillation,"Heo Byeongho , Kim Jeesoo , Yun Sangdoo , Park Hyojin , Kwak Nojun , Choi Jin Young",2019,ICCV2019,247
Transferable Semi-Supervised 3D Object Detection From RGB-D Data,"Tang Yew Siang , Lee Gim Hee",2019,ICCV2019,21
DPOD: 6D Pose Object Detector and Refiner,"Zakharov Sergey , Shugurov Ivan , Ilic Slobodan",2019,ICCV2019,265
STD: Sparse-to-Dense 3D Object Detector for Point Cloud,"Yang Zetong , Sun Yanan , Liu Shu , Shen Xiaoyong , Jia Jiaya",2019,ICCV2019,430
DUP-Net: Denoiser and Upsampler Network for 3D Adversarial Point Clouds Defense,"Zhou Hang , Chen Kejiang , Zhang Weiming , Fang Han , Zhou Wenbo , Yu Nenghai",2019,ICCV2019,88
