title,author,year,publication,citation
Deep Polarization Cues for Transparent Object Segmentation,"Kalra Agastya , Taamazyan Vage , Rao Supreeth Krishna , Venkataraman Kartik , Raskar Ramesh , Kadambi Achuta",2020,CVPR2020,-999
GAN Compression: Efficient Architectures for Interactive Conditional GANs,"Li Muyang , Lin Ji , Ding Yaoyao , Liu Zhijian , Zhu Jun-Yan , Han Song",2020,CVPR2020,-999
Joint Training of Variational Auto-Encoder and Latent Energy-Based Model,"Han Tian , Nijkamp Erik , Zhou Linqi , Pang Bo , Zhu Song-Chun , Wu Ying Nian",2020,CVPR2020,-999
Data-Efficient Semi-Supervised Learning by Reliable Edge Mining,"Chen Peibin , Ma Tao , Qin Xu , Xu Weidi , Zhou Shuchang",2020,CVPR2020,-999
Stylization-Based Architecture for Fast Deep Exemplar Colorization,"Xu Zhongyou , Wang Tingting , Fang Faming , Sheng Yun , Zhang Guixu",2020,CVPR2020,-999
PSGAN: Pose and Expression Robust Spatial-Aware GAN for Customizable Makeup Transfer,"Jiang Wentao , Liu Si , Gao Chen , Cao Jie , He Ran , Feng Jiashi , Yan Shuicheng",2020,CVPR2020,-999
Spatial Pyramid Based Graph Reasoning for Semantic Segmentation,"Li Xia , Yang Yibo , Zhao Qijie , Shen Tiancheng , Lin Zhouchen , Liu Hong",2020,CVPR2020,-999
GAMIN: Generative Adversarial Multiple Imputation Network for Highly Missing Data,"Yoon Seongwook , Sull Sanghoon",2020,CVPR2020,-999
When to Use Convolutional Neural Networks for Inverse Problems,"Chodosh Nathaniel , Lucey Simon",2020,CVPR2020,-999
Dynamic Face Video Segmentation via Reinforcement Learning,"Wang Yujiang , Dong Mingzhi , Shen Jie , Wu Yang , Cheng Shiyang , Pantic Maja",2020,CVPR2020,-999
ManiGAN: Text-Guided Image Manipulation,"Li Bowen , Qi Xiaojuan , Lukasiewicz Thomas , Torr Philip H.S.",2020,CVPR2020,-999
The GAN That Warped: Semantic Attribute Editing With Unpaired Data,"Dorta Garoe , Vicente Sara , Campbell Neill D. F. , Simpson Ivor J. A.",2020,CVPR2020,-999
Detecting Attended Visual Targets in Video,"Chong Eunji , Wang Yongxin , Ruiz Nataniel , Rehg James M.",2020,CVPR2020,-999
Total Deep Variation for Linear Inverse Problems,"Kobler Erich , Effl, Alex,er , Kunisch Karl , Pock Thomas",2020,CVPR2020,-999
Learning Multi-Object Tracking and Segmentation From Automatic Annotations,"Porzi Lorenzo , Hofinger Markus , Ruiz Idoia , Serrat Joan , Bulo Samuel Rota , Kontschieder Peter",2020,CVPR2020,-999
GeoDA: A Geometric Framework for Black-Box Adversarial Attacks,"Rahmati Ali , Moosavi-Dezfooli Seyed-Mohsen , Frossard Pascal , Dai Huaiyu",2020,CVPR2020,-999
Semantically Multi-Modal Image Synthesis,"Zhu Zhen , Xu Zhiliang , You Ansheng , Bai Xiang",2020,CVPR2020,-999
Copy and Paste GAN: Face Hallucination From Shaded Thumbnails,"Zhang Yang , Tsang Ivor W. , Luo Yawei , Hu Chang-Hui , Lu Xiaobo , Yu Xin",2020,CVPR2020,-999
Leveraging 2D Data to Learn Textured 3D Mesh Generation,"Henderson Paul , Tsiminaki Vagia , Lampert Christoph H.",2020,CVPR2020,-999
Bidirectional Graph Reasoning Network for Panoptic Segmentation,"Wu Yangxin , Zhang Gengwei , Gao Yiming , Deng Xiajun , Gong Ke , Liang Xiaodan , Lin Liang",2020,CVPR2020,-999
High-Order Information Matters: Learning Relation and Topology for Occluded Person Re-Identification,"Wang Guan'an , Yang Shuo , Liu Huanyu , Wang Zhicheng , Yang Yang , Wang Shuliang , Yu Gang , Zhou Erjin , Sun Jian",2020,CVPR2020,-999
Self-Supervised Monocular Scene Flow Estimation,"Hur Junhwa , Roth Stefan",2020,CVPR2020,-999
End-to-End Model-Free Reinforcement Learning for Urban Driving Using Implicit Affordances,"Toromanoff Marin , Wirbel Emilie , Moutarde Fabien",2020,CVPR2020,-999
Model Adaptation: Unsupervised Domain Adaptation Without Source Data,"Li Rui , Jiao Qianfen , Cao Wenming , Wong Hau-San , Wu Si",2020,CVPR2020,-999
VecRoad: Point-Based Iterative Graph Exploration for Road Graphs Extraction,"Tan Yong-Qiang , Gao Shang-Hua , Li Xuan-Yi , Cheng Ming-Ming , Ren Bo",2020,CVPR2020,-999
Uncertainty Based Camera Model Selection,"Polic Michal , Steidl Stanislav , Albl Cenek , Kukelova Zuzana , Pajdla Tomas",2020,CVPR2020,-999
Learning a Neural 3D Texture Space From 2D Exemplars,"Henzler Philipp , Mitra Niloy J. , Ritschel Tobias",2020,CVPR2020,-999
Structure-Preserving Super Resolution With Gradient Guidance,"Ma Cheng , Rao Yongming , Cheng Yean , Chen Ce , Lu Jiwen , Zhou Jie",2020,CVPR2020,-999
Neural Contours: Learning to Draw Lines From 3D Shapes,"Liu Difan , Nabail Mohamed , Hertzmann Aaron , Kalogerakis Evangelos",2020,CVPR2020,-999
An Efficient PointLSTM for Point Clouds Based Gesture Recognition,"Min Yuecong , Zhang Yanxiao , Chai Xiujuan , Chen Xilin",2020,CVPR2020,-999
SCOUT: Self-Aware Discriminant Counterfactual Explanations,"Wang Pei , Vasconcelos Nuno",2020,CVPR2020,-999
Select to Better Learn: Fast and Accurate Deep Learning Using Data Selection From Nonlinear Manifolds,"Joneidi Mohsen , Vahidian Saeed , Esmaeili Ashkan , Wang Weijia , Rahnavard Nazanin , Lin Bill , Shah Mubarak",2020,CVPR2020,-999
Towards Photo-Realistic Virtual Try-On by Adaptively Generating-Preserving Image Content,"Yang Han , Zhang Ruimao , Guo Xiaobao , Liu Wei , Zuo Wangmeng , Luo Ping",2020,CVPR2020,-999
Phase Consistent Ecological Domain Adaptation,"Yang Yanchao , Lao Dong , Sundaramoorthi Ganesh , Soatto Stefano",2020,CVPR2020,-999
Information-Driven Direct RGB-D Odometry,"Fontan Alej,ro , Civera Javier , Triebel Rudolph",2020,CVPR2020,-999
Single-Side Domain Generalization for Face Anti-Spoofing,"Jia Yunpei , Zhang Jie , Shan Shiguang , Chen Xilin",2020,CVPR2020,-999
Optical Non-Line-of-Sight Physics-Based 3D Human Pose Estimation,"Isogawa Mariko , Yuan Ye , O'Toole Matthew , Kitani Kris M.",2020,CVPR2020,-999
Barycenters of Natural Images  Constrained Wasserstein Barycenters for Image Morphing,"Simon Dror , Aberdam Aviad",2020,CVPR2020,-999
Future Video Synthesis With Object Motion Prediction,"Wu Yue , Gao Rongrong , Park Jaesik , Chen Qifeng",2020,CVPR2020,-999
Reference-Based Sketch Image Colorization Using Augmented-Self Reference and Dense Semantic Correspondence,"Lee Junsoo , Kim Eungyeup , Lee Yunsung , Kim Dongjun , Chang Jaehyuk , Choo Jaegul",2020,CVPR2020,-999
Collaborative Motion Prediction via Neural Motion Message Passing,"Hu Yue , Chen Siheng , Zhang Ya , Gu Xiao",2020,CVPR2020,-999
End-to-End Learnable Geometric Vision by Backpropagating PnP Optimization,"Chen Bo , Parra Alvaro , Cao Jiewei , Li Nan , Chin Tat-Jun",2020,CVPR2020,-999
Learning Texture Transformer Network for Image Super-Resolution,"Yang Fuzhi , Yang Huan , Fu Jianlong , Lu Hongtao , Guo Baining",2020,CVPR2020,-999
Distribution-Induced Bidirectional Generative Adversarial Network for Graph Representation Learning,"Zheng Shuai , Zhu Zhenfeng , Zhang Xingxing , Liu Zhizhe , Cheng Jian , Zhao Yao",2020,CVPR2020,-999
Benchmarking the Robustness of Semantic Segmentation Models,"Kamann Christoph , Rother Carsten",2020,CVPR2020,-999
Local Implicit Grid Representations for 3D Scenes,"Jiang Chiyu ""Max"" , Sud Avneesh , Makadia Ameesh , Huang Jingwei , Niessner Matthias , Funkhouser Thomas",2020,CVPR2020,-999
Deformable Siamese Attention Networks for Visual Object Tracking,"Yu Yuechen , Xiong Yilei , Huang Weilin , Scott Matthew R.",2020,CVPR2020,-999
Learning Video Object Segmentation From Unlabeled Videos,"Lu Xiankai , Wang Wenguan , Shen Jianbing , Tai Yu-Wing , Cr,all David J. , Hoi Steven C. H.",2020,CVPR2020,-999
ScopeFlow: Dynamic Scene Scoping for Optical Flow,"Bar-Haim Aviram , Wolf Lior",2020,CVPR2020,-999
Context-Aware Human Motion Prediction,"Corona Enric , Pumarola Albert , Alenya Guillem , Moreno-Noguer Francesc",2020,CVPR2020,-999
MISC: Multi-Condition Injection and Spatially-Adaptive Compositing for Conditional Person Image Synthesis,"Weng Shuchen , Li Wenbo , Li Dawei , Jin Hongxia , Shi Boxin",2020,CVPR2020,-999
Pathological Retinal Region Segmentation From OCT Images Using Geometric Relation Based Augmentation,"Mahapatra Dwarikanath , Bozorgtabar Behzad , Shao Ling",2020,CVPR2020,-999
Filter Grafting for Deep Neural Networks,"Meng Fanxu , Cheng Hao , Li Ke , Xu Zhixin , Ji Rongrong , Sun Xing , Lu Guangming",2020,CVPR2020,-999
"Intuitive, Interactive Beard and Hair Synthesis With Generative Models","Olszewski Kyle , Ceylan Duygu , Xing Jun , Echevarria Jose , Chen Zhili , Chen Weikai , Li Hao",2020,CVPR2020,-999
Global Optimality for Point Set Registration Using Semidefinite Programming,"Iglesias Jose Pedro , Olsson Carl , Kahl Fredrik",2020,CVPR2020,-999
SQE: a Self Quality Evaluation Metric for Parameters Optimization in Multi-Object Tracking,"Huang Yanru , Zhu Feiyu , Zeng Zheni , Qiu Xi , Shen Yuan , Wu Jianan",2020,CVPR2020,-999
PointASNL: Robust Point Clouds Processing Using Nonlocal Neural Networks With Adaptive Sampling,"Yan Xu , Zheng Chaoda , Li Zhen , Wang Sheng , Cui Shuguang",2020,CVPR2020,-999
Minimizing Discrete Total Curvature for Image Processing,"Zhong Qiuxiang , Li Yutong , Yang Yijie , Duan Yuping",2020,CVPR2020,-999
Unsupervised Learning of Intrinsic Structural Representation Points,"Chen Nenglun , Liu Lingjie , Cui Zhiming , Chen Runnan , Ceylan Duygu , Tu Changhe , Wang Wenping",2020,CVPR2020,-999
Deep Active Learning for Biased Datasets via Fisher Kernel Self-Supervision,"Gudovskiy Denis , Hodgkinson Alec , Yamaguchi Takuya , Tsukizawa Sotaro",2020,CVPR2020,-999
FGN: Fully Guided Network for Few-Shot Instance Segmentation,"Fan Zhibo , Yu Jin-Gang , Liang Zhihao , Ou Jiarong , Gao Changxin , Xia Gui-Song , Li Yuanqing",2020,CVPR2020,-999
DualConvMesh-Net: Joint Geodesic and Euclidean Convolutions on 3D Meshes,"Schult Jonas , Engelmann Francis , Kontogianni Theodora , Leibe Bastian",2020,CVPR2020,-999
"Noise Modeling, Synthesis and Classification for Generic Object Anti-Spoofing","Stehouwer Joel , Jourabloo Amin , Liu Yaojie , Liu Xiaoming",2020,CVPR2020,-999
An Investigation Into the Stochasticity of Batch Whitening,"Huang Lei , Zhao Lei , Zhou Yi , Zhu Fan , Liu Li , Shao Ling",2020,CVPR2020,-999
VIBE: Video Inference for Human Body Pose and Shape Estimation,"Kocabas Muhammed , Athanasiou Nikos , Black Michael J.",2020,CVPR2020,-999
IDA-3D: Instance-Depth-Aware 3D Object Detection From Stereo Vision for Autonomous Driving,"Peng Wanli , Pan Hao , Liu He , Sun Yi",2020,CVPR2020,-999
FroDO: From Detections to 3D Objects,"Runz Martin , Li Kejie , Tang Meng , Ma Lingni , Kong Chen , Schmidt Tanner , Reid Ian , Agapito Lourdes , Straub Julian , Lovegrove Steven , Newcombe Richard",2020,CVPR2020,-999
KeypointNet: A Large-Scale 3D Keypoint Dataset Aggregated From Numerous Human Annotations,"You Yang , Lou Yujing , Li Chengkun , Cheng Zhoujun , Li Liangwei , Ma Lizhuang , Lu Cewu , Wang Weiming",2020,CVPR2020,-999
Bridging the Gap Between Anchor-Based and Anchor-Free Detection via Adaptive Training Sample Selection,"Zhang Shifeng , Chi Cheng , Yao Yongqiang , Lei Zhen , Li Stan Z.",2020,CVPR2020,-999
Structure Aware Single-Stage 3D Object Detection From Point Cloud,"He Chenhang , Zeng Hui , Huang Jianqiang , Hua Xian-Sheng , Zhang Lei",2020,CVPR2020,-999
MINA: Convex Mixed-Integer Programming for Non-Rigid Shape Alignment,"Bernard Florian , Suri Zeeshan Khan , Theobalt Christian",2020,CVPR2020,-999
Enhanced Transport Distance for Unsupervised Domain Adaptation,"Li Mengxue , Zhai Yi-Ming , Luo You-Wei , Ge Peng-Fei , Ren Chuan-Xian",2020,CVPR2020,-999
A Local-to-Global Approach to Multi-Modal Movie Scene Segmentation,"Rao Anyi , Xu Linning , Xiong Yu , Xu Guodong , Huang Qingqiu , Zhou Bolei , Lin Dahua",2020,CVPR2020,-999
TA-Student VQA: Multi-Agents Training by Self-Questioning,"Xiong Peixi , Wu Ying",2020,CVPR2020,-999
Deep Structure-Revealed Network for Texture Recognition,"Zhai Wei , Cao Yang , Zha Zheng-Jun , Xie HaiYong , Wu Feng",2020,CVPR2020,-999
Dynamic Traffic Modeling From Overhead Imagery,"Workman Scott , Jacobs Nathan",2020,CVPR2020,-999
In Defense of Grid Features for Visual Question Answering,"Jiang Huaizu , Misra Ishan , Rohrbach Marcus , Learned-Miller Erik , Chen Xinlei",2020,CVPR2020,-999
Rethinking the Route Towards Weakly Supervised Object Localization,"Zhang Chen-Lin , Cao Yun-Hao , Wu Jianxin",2020,CVPR2020,-999
Weakly Supervised Fine-Grained Image Classification via Guassian Mixture Model Oriented Discriminative Learning,"Wang Zhihui , Wang Shijie , Yang Shuhui , Li Haojie , Li Jianjun , Li Zezhou",2020,CVPR2020,-999
Violin: A Large-Scale Dataset for Video-and-Language Inference,"Liu Jingzhou , Chen Wenhu , Cheng Yu , Gan Zhe , Yu Licheng , Yang Yiming , Liu Jingjing",2020,CVPR2020,-999
Local Context Normalization: Revisiting Local Normalization,"Ortiz Anthony , Robinson Caleb , Morris Dan , Fuentes Olac , Kiekintveld Christopher , Hassan Md Mahmudulla , Jojic Nebojsa",2020,CVPR2020,-999
Tangent Images for Mitigating Spherical Distortion,"Eder Marc , Shvets Mykhailo , Lim John , Frahm Jan-Michael",2020,CVPR2020,-999
Normalized and Geometry-Aware Self-Attention Network for Image Captioning,"Guo Longteng , Liu Jing , Zhu Xinxin , Yao Peng , Lu Shichen , Lu Hanqing",2020,CVPR2020,-999
Deepstrip: High-Resolution Boundary Refinement,"Zhou Peng , Price Brian , Cohen Scott , Wilensky Gregg , Davis Larry S.",2020,CVPR2020,-999
xMUDA: Cross-Modal Unsupervised Domain Adaptation for 3D Semantic Segmentation,"Jaritz Maximilian , Vu Tuan-Hung , de Charette Raoul , Wirbel Emilie , Perez Patrick",2020,CVPR2020,-999
Seeing without Looking: Contextual Rescoring of Object Detections for AP Maximization,"Pato Lourenco V. , Negrinho Renato , Aguiar Pedro M. Q.",2020,CVPR2020,-999
Learning Geocentric Object Pose in Oblique Monocular Images,"Christie Gordon , Abujder Rodrigo Rene Rai Munoz , Foster Kevin , Hagstrom Shea , Hager Gregory D. , Brown Myron Z.",2020,CVPR2020,-999
DPGN: Distribution Propagation Graph Network for Few-Shot Learning,"Yang Ling , Li Liangliang , Zhang Zilun , Zhou Xinyu , Zhou Erjin , Liu Yu",2020,CVPR2020,-999
Cross-Domain Document Object Detection: Benchmark Suite and Method,"Li Kai , Wigington Curtis , Tensmeyer Chris , Zhao H,ong , Barmpalios Nikolaos , Morariu Vlad I. , Manjunatha Varun , Sun Tong , Fu Yun",2020,CVPR2020,-999
On Translation Invariance in CNNs: Convolutional Layers Can Exploit Absolute Spatial Location,"Kayhan Osman Semih , van Gemert Jan C.",2020,CVPR2020,-999
"Classifying, Segmenting, and Tracking Object Instances in Video with Mask Propagation","Bertasius Gedas , Torresani Lorenzo",2020,CVPR2020,-999
WaveletStereo: Learning Wavelet Coefficients of Disparity Map in Stereo Matching,"Yang Menglong , Wu Fangrui , Li Wei",2020,CVPR2020,-999
Connect-and-Slice: An Hybrid Approach for Reconstructing 3D Objects,"Fang Hao , Lafarge Florent",2020,CVPR2020,-999
Learning Instance Occlusion for Panoptic Segmentation,"Lazarow Justin , Lee Kwonjoon , Shi Kunyu , Tu Zhuowen",2020,CVPR2020,-999
Graph Embedded Pose Clustering for Anomaly Detection,"Markovitz Amir , Sharir Gilad , Friedman Itamar , Zelnik-Manor Lihi , Avidan Shai",2020,CVPR2020,-999
Graph Structured Network for Image-Text Matching,"Liu Chunxiao , Mao Zhendong , Zhang Tianzhu , Xie Hongtao , Wang Bin , Zhang Yongdong",2020,CVPR2020,-999
BFBox: Searching Face-Appropriate Backbone and Feature Pyramid Network for Face Detector,"Liu Yang , Tang Xu",2020,CVPR2020,-999
End-to-End Adversarial-Attention Network for Multi-Modal Clustering,"Zhou Runwu , Shen Yi-Dong",2020,CVPR2020,-999
What You See is What You Get: Exploiting Visibility for 3D Object Detection,"Hu Peiyun , Ziglar Jason , Held David , Ramanan Deva",2020,CVPR2020,-999
Visual Grounding in Video for Unsupervised Word Translation,"Sigurdsson Gunnar A. , Alayrac Jean-Baptiste , Nematzadeh Aida , Smaira Lucas , Malinowski Mateusz , Carreira Joao , Blunsom Phil , Zisserman Andrew",2020,CVPR2020,-999
Learning Individual Speaking Styles for Accurate Lip to Speech Synthesis,"Prajwal K R , Mukhopadhyay Rudrabha , Namboodiri Vinay P. , Jawahar C.V.",2020,CVPR2020,-999
Adversarial Latent Autoencoders,"Pidhorskyi Stanislav , Adjeroh Donald A. , Doretto Gianfranco",2020,CVPR2020,-999
Counterfactual Samples Synthesizing for Robust Visual Question Answering,"Chen Long , Yan Xin , Xiao Jun , Zhang Hanwang , Pu Shiliang , Zhuang Yueting",2020,CVPR2020,-999
Inter-Region Affinity Distillation for Road Marking Segmentation,"Hou Yuenan , Ma Zheng , Liu Chunxiao , Hui Tak-Wai , Loy Chen Change",2020,CVPR2020,-999
Deformation-Aware Unpaired Image Translation for Pose Estimation on Laboratory Animals,"Li Siyuan , Gunel Semih , Ostrek Mirela , Ramdya Pavan , Fua Pascal , Rhodin Helge",2020,CVPR2020,-999
Few-Shot Pill Recognition,"Ling Suiyi , Pastor Andreas , Li Jing , Che Zhaohui , Wang Junle , Kim Jieun , Le Callet Patrick",2020,CVPR2020,-999
Learn to Augment: Joint Data Augmentation and Network Optimization for Text Recognition,"Luo Canjie , Zhu Yuanzhi , Jin Lianwen , Wang Yongpan",2020,CVPR2020,-999
PointGMM: A Neural GMM Network for Point Clouds,"Hertz Amir , Hanocka Rana , Giryes Raja , Cohen-Or Daniel",2020,CVPR2020,-999
Weakly Supervised Semantic Point Cloud Segmentation: Towards 10x Fewer Labels,"Xu Xun , Lee Gim Hee",2020,CVPR2020,-999
CoverNet: Multimodal Behavior Prediction Using Trajectory Sets,"Phan-Minh Tung , Grigore Elena Corina , Boulton Freddy A. , Beijbom Oscar , Wolff Eric M.",2020,CVPR2020,-999
Screencast Tutorial Video Understanding,"Li Kunpeng , Fang Chen , Wang Zhaowen , Kim Seokhwan , Jin Hailin , Fu Yun",2020,CVPR2020,-999
Gated Channel Transformation for Visual Recognition,"Yang Zongxin , Zhu Linchao , Wu Yu , Yang Yi",2020,CVPR2020,-999
Learning to Measure the Static Friction Coefficient in Cloth Contact,"Rasheed Abdullah Haroon , Romero Victor , Bertails-Descoubes Florence , Wuhrer Stefanie , Franco Jean-Sebastien , Lazarus Arnaud",2020,CVPR2020,-999
Can Deep Learning Recognize Subtle Human Activities?,"Jacquot Vincent , Ying Zhuofan , Kreiman Gabriel",2020,CVPR2020,-999
Combating Noisy Labels by Agreement: A Joint Training Method with Co-Regularization,"Wei Hongxin , Feng Lei , Chen Xiangyu , An Bo",2020,CVPR2020,-999
Superpixel Segmentation With Fully Convolutional Networks,"Yang Fengting , Sun Qian , Jin Hailin , Zhou Zihan",2020,CVPR2020,-999
ContourNet: Taking a Further Step Toward Accurate Arbitrary-Shaped Scene Text Detection,"Wang Yuxin , Xie Hongtao , Zha Zheng-Jun , Xing Mengting , Fu Zilong , Zhang Yongdong",2020,CVPR2020,-999
Optimal least-squares solution to the hand-eye calibration problem,"Dekel Amit , Harenstam-Nielsen Linus , Caccamo Sergio",2020,CVPR2020,-999
Uncertainty-Aware CNNs for Depth Completion: Uncertainty from Beginning to End,"Eldesokey Abdelrahman , Felsberg Michael , Holmquist Karl , Persson Michael",2020,CVPR2020,-999
Learning From Web Data With Self-Organizing Memory Module,"Tu Yi , Niu Li , Chen Junjie , Cheng Dawei , Zhang Liqing",2020,CVPR2020,-999
Overcoming Classifier Imbalance for Long-Tail Object Detection With Balanced Group Softmax,"Li Yu , Wang Tao , Kang Bingyi , Tang Sheng , Wang Chunfeng , Li Jintao , Feng Jiashi",2020,CVPR2020,-999
Hierarchical Scene Coordinate Classification and Regression for Visual Localization,"Li Xiaotian , Wang Shuzhe , Zhao Yi , Verbeek Jakob , Kannala Juho",2020,CVPR2020,-999
Symmetry and Group in Attribute-Object Compositions,"Li Yong-Lu , Xu Yue , Mao Xiaohan , Lu Cewu",2020,CVPR2020,-999
SurfelGAN: Synthesizing Realistic Sensor Data for Autonomous Driving,"Yang Zhenpei , Chai Yuning , Anguelov Dragomir , Zhou Yin , Sun Pei , Erhan Dumitru , Rafferty Sean , Kretzschmar Henrik",2020,CVPR2020,-999
What Machines See Is Not What They Get: Fooling Scene Text Recognition Models With Adversarial Text Images,"Xu Xing , Chen Jiefu , Xiao Jinhui , Gao Lianli , Shen Fumin , Shen Heng Tao",2020,CVPR2020,-999
Learning to Learn Single Domain Generalization,"Qiao Fengchun , Zhao Long , Peng Xi",2020,CVPR2020,-999
Warp to the Future: Joint Forecasting of Features and Feature Motion,"Saric Josip , Orsic Marin , Antunovic Tonci , Vrazic Sacha , Segvic Sinisa",2020,CVPR2020,-999
Action Genome: Actions As Compositions of Spatio-Temporal Scene Graphs,"Ji Jingwei , Krishna Ranjay , Fei-Fei Li , Niebles Juan Carlos",2020,CVPR2020,-999
Speech2Action: Cross-Modal Supervision for Action Recognition,"Nagrani Arsha , Sun Chen , Ross David , Sukthankar Rahul , Schmid Cordelia , Zisserman Andrew",2020,CVPR2020,-999
Learning to Cluster Faces via Confidence and Connectivity Estimation,"Yang Lei , Chen Dapeng , Zhan Xiaohang , Zhao Rui , Loy Chen Change , Lin Dahua",2020,CVPR2020,-999
Rethinking Performance Estimation in Neural Architecture Search,"Zheng Xiawu , Ji Rongrong , Wang Qiang , Ye Qixiang , Li Zhenguo , Tian Yonghong , Tian Qi",2020,CVPR2020,-999
Revisiting the Sibling Head in Object Detector,"Song Guanglu , Liu Yu , Wang Xiaogang",2020,CVPR2020,-999
EcoNAS: Finding Proxies for Economical Neural Architecture Search,"Zhou Dongzhan , Zhou Xinchi , Zhang Wenwei , Loy Chen Change , Yi Shuai , Zhang Xuesen , Ouyang Wanli",2020,CVPR2020,-999
Norm-Aware Embedding for Efficient Person Search,"Chen Di , Zhang Shanshan , Yang Jian , Schiele Bernt",2020,CVPR2020,-999
Syntax-Aware Action Targeting for Video Captioning,"Zheng Qi , Wang Chaoyue , Tao Dacheng",2020,CVPR2020,-999
On Vocabulary Reliance in Scene Text Recognition,"Wan Zhaoyi , Zhang Jielei , Zhang Liang , Luo Jiebo , Yao Cong",2020,CVPR2020,-999
Imitative Non-Autoregressive Modeling for Trajectory Forecasting and Imputation,"Qi Mengshi , Qin Jie , Wu Yu , Yang Yi",2020,CVPR2020,-999
Hi-CMD: Hierarchical Cross-Modality Disentanglement for Visible-Infrared Person Re-Identification,"Choi Seokeon , Lee Sumin , Kim Youngeun , Kim Taekyung , Kim Changick",2020,CVPR2020,-999
Say As You Wish: Fine-Grained Control of Image Caption Generation With Abstract Scene Graphs,"Chen Shizhe , Jin Qin , Wang Peng , Wu Qi",2020,CVPR2020,-999
TESA: Tensor Element Self-Attention via Matricization,"Babiloni Francesca , Marras Ioannis , Slabaugh Gregory , Zafeiriou Stefanos",2020,CVPR2020,-999
Clean-Label Backdoor Attacks on Video Recognition Models,"Zhao Shihao , Ma Xingjun , Zheng Xiang , Bailey James , Chen Jingjing , Jiang Yu-Gang",2020,CVPR2020,-999
RPM-Net: Robust Point Matching Using Learned Features,"Yew Zi Jian , Lee Gim Hee",2020,CVPR2020,-999
Improving One-Shot NAS by Suppressing the Posterior Fading,"Li Xiang , Lin Chen , Li Chuming , Sun Ming , Wu Wei , Yan Junjie , Ouyang Wanli",2020,CVPR2020,-999
Understanding Human Hands in Contact at Internet Scale,"Shan D,an , Geng Jiaqi , Shu Michelle , Fouhey David F.",2020,CVPR2020,-999
Self-Supervised Equivariant Attention Mechanism for Weakly Supervised Semantic Segmentation,"Wang Yude , Zhang Jie , Kan Meina , Shan Shiguang , Chen Xilin",2020,CVPR2020,-999
TBT: Targeted Neural Network Attack With Bit Trojan,"Rakin Adnan Siraj , He Zhezhi , Fan Deliang",2020,CVPR2020,-999
End-to-End Learning of Visual Representations From Uncurated Instructional Videos,"Miech Antoine , Alayrac Jean-Baptiste , Smaira Lucas , Laptev Ivan , Sivic Josef , Zisserman Andrew",2020,CVPR2020,-999
"OrigamiNet: Weakly-Supervised, Segmentation-Free, One-Step, Full Page Text Recognition by learning to unfold","Yousef Mohamed , Bishop Tom E.",2020,CVPR2020,-999
Hierarchical Graph Attention Network for Visual Relationship Detection,"Mi Li , Chen Zhenzhong",2020,CVPR2020,-999
Neural Implicit Embedding for Point Cloud Analysis,"Fujiwara Kent , Hashimoto Taiichi",2020,CVPR2020,-999
Better Captioning With Sequence-Level Exploration,"Chen Jia , Jin Qin",2020,CVPR2020,-999
Moving in the Right Direction: A Regularization for Deep Metric Learning,"Mohan Deen Dayal , Sankaran Nishant , Fedorishin Dennis , Setlur Srirangaraj , Govindaraju Venu",2020,CVPR2020,-999
Improved Few-Shot Visual Classification,"Bateni Peyman , Goyal Raghav , Masrani Vaden , Wood Frank , Sigal Leonid",2020,CVPR2020,-999
Visual Chirality,"Lin Zhiqiu , Sun Jin , Davis Abe , Snavely Noah",2020,CVPR2020,-999
Neural Architecture Search for Lightweight Non-Local Networks,"Li Yingwei , Jin Xiaojie , Mei Jieru , Lian Xiaochen , Yang Linjie , Xie Cihang , Yu Qihang , Zhou Yuyin , Bai Song , Yuille Alan L.",2020,CVPR2020,-999
Private-kNN: Practical Differential Privacy for Computer Vision,"Zhu Yuqing , Yu Xiang , Ch,raker Manmohan , Wang Yu-Xiang",2020,CVPR2020,-999
Old Is Gold: Redefining the Adversarially Learned One-Class Classifier Training Paradigm,"Zaheer Muhammad Zaigham , Lee Jin-Ha , Astrid Marcella , Lee Seung-Ik",2020,CVPR2020,-999
Cops-Ref: A New Dataset and Task on Compositional Referring Expression Comprehension,"Chen Zhenfang , Wang Peng , Ma Lin , Wong Kwan-Yee K. , Wu Qi",2020,CVPR2020,-999
Learning Longterm Representations for Person Re-Identification Using Radio Signals,"Fan Lijie , Li Tianhong , Fang Rongyao , Hristov Rumen , Yuan Yuan , Katabi Dina",2020,CVPR2020,-999
DSNAS: Direct Neural Architecture Search Without Parameter Retraining,"Hu Shoukang , Xie Sirui , Zheng Hehui , Liu Chunxiao , Shi Jianping , Liu Xunying , Lin Dahua",2020,CVPR2020,-999
SESS: Self-Ensembling Semi-Supervised 3D Object Detection,"Zhao Na , Chua Tat-Seng , Lee Gim Hee",2020,CVPR2020,-999
"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation","Cheng Bowen , Collins Maxwell D. , Zhu Yukun , Liu Ting , Huang Thomas S. , Adam Hartwig , Chen Liang-Chieh",2020,CVPR2020,-999
Spatio-Temporal Graph for Video Captioning With Knowledge Distillation,"Pan Boxiao , Cai Haoye , Huang De-An , Lee Kuan-Hui , Gaidon Adrien , Adeli Ehsan , Niebles Juan Carlos",2020,CVPR2020,-999
